	PD_whole_tree	chao1	observed_otus
230	38.47606	705.216216216	289.0
247	34.55306	771.794117647	282.0
207	25.8582	510.0	228.0
342	28.65283	762.5	191.0
333	35.45659	763.153846154	293.0
265	34.1502	819.5	317.0
364	29.96484	685.533333333	240.0
355	26.94806	576.576923077	213.0
220	26.44663	557.076923077	255.0
341	28.66876	574.903225806	224.0
272	26.06682	468.785714286	192.0
226	38.36416	705.294117647	319.0
358	31.80661	556.025641026	250.0
346	33.76596	560.666666667	254.0
257	23.40807	517.451612903	230.0
233	27.65052	525.418604651	255.0
392	31.26406	332.171428571	185.0
347	29.43064	737.387096774	263.0
264	22.0042	346.5	186.0
221	27.54314	620.035714286	242.0
383	29.79412	596.64	213.0
223	31.15669	469.5	235.0
283	30.13523	486.736842105	227.0
213	29.20601	332.96875	205.0
255	28.40477	494.142857143	249.0
251	29.11142	580.774193548	244.0
325	36.70109	709.733333333	298.0
423	32.55186	559.714285714	270.0
245	41.21798	695.022727273	304.0
211	32.01305	506.5	251.0
246	33.32392	616.837837838	260.0
189	38.26936	689.333333333	260.0
343	32.39326	675.5	253.0
135	40.95898	775.386363636	314.0
205	28.98648	701.038461538	242.0
212	29.89411	441.076923077	216.0
147	32.72116	581.394736842	255.0
378	31.59945	547.790697674	263.0
266	36.02892	697.456521739	303.0
248	29.56191	464.0	233.0
384	30.92754	563.25	236.0
222	33.79561	477.131147541	284.0
254	32.43623	878.7	299.0
258	24.08008	584.034482759	229.0
348	29.08262	425.552631579	215.0
369	34.38699	572.068181818	272.0
353	39.89018	927.394736842	322.0
218	31.70476	559.15	253.0
362	33.4358	738.34375	268.0
396	25.88027	488.216216216	229.0
279	31.40979	552.162790698	271.0
324	33.94907	528.0	238.0
203	30.48735	691.7	273.0
382	33.4918	766.75	268.0
338	35.53848	650.571428571	264.0
276	34.31852	754.717948718	304.0
267	27.76083	712.24	241.0
198	35.16947	511.568965517	295.0
344	32.16435	608.333333333	270.0
354	26.09474	667.04	226.0
394	21.70522	300.12	147.0
229	25.34186	454.466666667	232.0
215	29.6255	675.7	257.0
274	22.212	343.416666667	169.0
225	37.70705	811.5	314.0
139	30.79418	519.162162162	237.0
329	32.5367	648.0	261.0
349	27.95718	410.903225806	192.0
200	31.70553	844.888888889	281.0
239	25.42049	435.206896552	189.0
275	34.05455	563.025641026	257.0
381	30.16976	461.219512195	234.0
199	28.36656	643.517241379	253.0
235	27.60171	514.137931034	216.0
376	33.39539	659.25	233.0
240	27.84494	484.0	226.0
162	37.33464	769.5	276.0
234	17.82251	348.75	144.0
357	31.31983	490.166666667	272.0
379	30.30955	591.384615385	257.0
350	31.67248	534.035714286	211.0
438	29.33872	441.115384615	189.0
244	20.11487	335.8	140.0
326	32.4314	612.0	244.0
270	25.38287	571.161290323	225.0
101	27.3647	515.12	190.0
227	29.37028	445.22	245.0
377	23.74935	655.076923077	231.0
436	24.44871	435.473684211	159.0
217	29.11653	635.765957447	293.0
196	26.25496	619.108108108	271.0
252	25.05464	567.075	257.0
284	26.89923	432.090909091	201.0
356	24.29444	517.0	231.0
206	22.05754	374.0	172.0
197	20.41726	557.476190476	206.0
337	28.8706	532.935483871	228.0
256	33.30833	685.078947368	289.0
330	26.30878	627.857142857	218.0
372	19.48705	356.689655172	172.0
214	30.98111	767.0	266.0
336	25.57656	394.029411765	191.0
366	35.27401	602.736842105	251.0
172	30.33534	799.12	238.0
138	26.09299	415.44	180.0
250	26.91076	709.24137931	237.0
163	30.53447	582.363636364	230.0
375	26.36334	571.8	210.0
370	22.85541	545.235294118	173.0
374	20.49657	330.903225806	168.0
340	23.79635	513.913043478	193.0
216	30.16428	557.790697674	273.0
154	28.69236	797.954545455	227.0
219	29.65647	572.025641026	266.0
334	24.35383	447.03125	197.0
367	21.5407	326.677419355	167.0
100	23.92954	385.28125	184.0
180	38.66772	574.0	299.0
136	34.07304	648.303030303	258.0
253	27.68128	710.0	259.0
371	29.29502	579.9375	240.0
152	29.61476	465.096774194	207.0
156	32.48761	649.5	247.0
121	31.53123	475.731707317	214.0
335	22.86898	381.5	161.0
127	35.50512	910.538461538	263.0
145	37.37265	595.216216216	260.0
107	33.37207	621.135135135	251.0
111	30.20696	571.0	190.0
361	19.60282	277.307692308	140.0
331	17.58513	290.157894737	128.0
236	13.20264	215.647058824	108.0
191	20.25219	435.5	143.0
435	17.94534	310.647058824	134.0
153	32.25378	595.588235294	240.0
155	23.32557	372.0	170.0
282	33.04476	743.107142857	254.0
365	23.68913	393.115384615	175.0
148	31.22396	661.052631579	206.0
157	31.94686	553.0	213.0
123	33.15849	660.0	250.0
