	PD_whole_tree	chao1	observed_otus
230	72.1632	1787.27692308	914.0
247	75.38019	2128.46280992	983.0
207	57.1469	1353.02325581	780.0
342	67.41769	1285.008	727.0
333	76.43829	2227.00680272	1057.0
265	78.06703	1971.56140351	1079.0
364	67.05211	1649.77777778	813.0
355	63.12506	1457.23931624	782.0
220	58.63636	1492.57894737	831.0
341	67.61932	1655.25225225	797.0
272	54.20084	1141.3258427	617.0
226	80.30095	2291.359375	1051.0
358	71.02606	1607.77777778	876.0
346	72.44195	1870.77118644	872.0
257	54.06919	1658.3539823	823.0
233	58.64311	1425.75694444	852.0
392	59.67038	1079.59036145	592.0
347	71.67229	2094.58219178	1011.0
264	55.33996	1445.16666667	721.0
221	58.23029	1387.47142857	826.0
383	71.13865	1581.63414634	800.0
223	62.56619	1367.95145631	723.0
283	67.80024	1508.44347826	790.0
213	43.88318	789.892857143	499.0
255	62.37795	1543.88188976	821.0
251	66.47015	1533.52985075	842.0
325	79.14009	1903.70253165	1003.0
423	77.31144	2046.30538922	1065.0
245	80.35849	1697.09202454	980.0
211	71.50064	1908.7109375	938.0
246	72.81268	1770.00877193	852.0
189	82.42315	2151.68666667	1040.0
343	73.41483	1770.84177215	959.0
135	84.42094	1952.0877193	1082.0
205	62.8203	1794.97826087	909.0
212	59.31464	1140.90909091	674.0
147	73.77022	1716.33333333	918.0
378	69.71569	1720.5	963.0
266	79.01002	2143.62758621	1037.0
248	63.79121	1689.55555556	887.0
384	66.82934	1608.83333333	804.0
222	71.41217	1714.57961783	967.0
254	67.12009	1868.0931677	1017.0
258	57.8589	1379.72916667	820.0
348	65.75613	1706.12605042	842.0
369	76.02358	1718.5	982.0
353	85.32087	2151.83937824	1164.0
218	67.6669	1537.37209302	865.0
362	76.68492	2093.76377953	969.0
396	56.2152	1416.75925926	750.0
279	68.962	1739.84246575	959.0
324	68.8478	1594.35897436	817.0
203	69.31892	1743.06134969	996.0
382	74.1645	2051.49606299	956.0
338	75.94237	2050.65354331	951.0
276	66.36894	1496.36486486	899.0
267	64.7151	1744.27419355	863.0
198	70.80808	1838.80291971	975.0
344	70.03547	1961.68421053	951.0
354	62.08871	1654.18181818	890.0
394	46.23556	919.296296296	510.0
229	58.64624	1450.35897436	792.0
215	62.06607	1577.3	830.0
274	52.71437	1278.59550562	650.0
225	76.04204	1847.82580645	1017.0
139	71.77485	1654.56338028	885.0
329	69.0653	1589.02325581	864.0
349	66.45929	1459.51485149	720.0
200	68.80691	1700.47183099	921.0
239	55.65309	1197.85	655.0
275	61.93811	1141.26356589	723.0
381	64.56138	1582.68085106	863.0
199	61.55707	1698.68644068	869.0
235	60.60346	1469.63461538	744.0
376	74.9445	1598.38983051	824.0
240	58.28008	1310.5	760.0
162	79.50311	1771.95882353	969.0
234	37.90113	1028.22	445.0
357	73.90436	1820.80487805	998.0
379	67.51474	1685.81632653	920.0
350	68.00757	1550.0212766	718.0
438	60.48615	1172.44117647	637.0
244	41.73275	809.0	422.0
326	72.90075	1974.99115044	893.0
270	55.25224	1562.11504425	776.0
101	63.04008	1455.15306122	693.0
227	66.15483	1610.53125	856.0
377	57.84194	1476.07092199	828.0
436	57.72912	1147.41304348	603.0
217	67.27619	1779.95774648	967.0
196	63.70595	1433.60571429	909.0
252	58.26287	1471.968	811.0
284	58.56579	1499.64423077	740.0
356	62.00138	1546.47368421	840.0
206	50.39621	1242.26582278	584.0
197	45.89936	1091.675	661.0
337	59.66596	1479.75862069	764.0
256	71.0082	1653.45454545	928.0
330	61.34415	1338.09090909	724.0
372	45.21347	1147.57692308	561.0
214	65.78448	1793.62307692	913.0
336	58.70479	1438.03125	680.0
366	79.84055	1891.29166667	965.0
172	67.75747	1484.94	844.0
138	57.57128	1101.36666667	593.0
250	61.07165	1773.5	851.0
163	73.91791	1705.00699301	891.0
375	58.2481	1532.42241379	763.0
370	57.78038	1695.92857143	688.0
374	45.08324	1052.62962963	553.0
340	54.68243	1302.11009174	696.0
216	65.92434	1642.23529412	906.0
154	68.29308	1637.5	887.0
219	65.60455	1823.08396947	916.0
334	51.03843	1498.21875	704.0
367	49.92977	1144.81818182	613.0
100	56.03745	1434.47580645	755.0
180	77.54982	1660.51923077	951.0
136	70.03159	1354.28025478	846.0
253	65.81373	1569.73493976	931.0
371	67.25705	1768.0	846.0
152	66.85587	1506.89380531	743.0
156	72.6157	1786.07407407	895.0
121	67.75789	1476.59677419	767.0
335	52.55534	1182.87368421	601.0
127	73.97146	1731.12676056	935.0
145	81.56335	1994.97560976	948.0
107	73.57218	1617.68939394	876.0
111	64.76982	1642.1010101	732.0
361	42.7278	1019.75	480.0
331	39.26913	1130.55769231	468.0
236	32.50824	847.02173913	388.0
191	48.54048	1317.01470588	557.0
435	39.33622	871.444444444	481.0
153	76.66003	2182.43902439	955.0
155	50.65622	1150.0	615.0
282	66.28427	1805.39090909	854.0
365	58.10712	1375.16304348	661.0
148	66.74982	1775.0	787.0
157	66.71051	1641.14285714	779.0
123	72.834	1670.82352941	881.0
151	58.53941	1314.17045455	632.0
117	65.19272	1504.02173913	820.0
99	68.07692	1436.84297521	797.0
161	74.6168	1634.22929936	902.0
150	72.85745	1834.27941176	917.0
332	50.4197	1212.11	629.0
132	56.263	1164.83962264	662.0
177	46.79683	1014.22093023	537.0
389	40.54319	885.833333333	457.0
149	56.05091	1324.0	638.0
597	71.05933	1914.45859873	1035.0
861	52.28779	1722.13207547	1026.0
864	51.28752	1618.16	1007.0
599	60.34522	1717.70198675	908.0
811	75.66852	2376.9893617	1192.0
771	60.96509	1402.81578947	734.0
875	52.83225	1362.11627907	765.0
783	63.48264	1407.01315789	850.0
859	75.65833	1914.87951807	1012.0
858	63.9685	1564.93333333	843.0
876	62.53629	1544.12765957	834.0
848	79.94584	2248.76923077	1093.0
852	58.46704	1321.5	744.0
773	79.81611	1952.01554404	1076.0
839	66.43559	1661.80681818	953.0
822	71.1299	1774.4	966.0
832	71.03266	1967.83333333	952.0
819	86.19204	2433.75	1223.0
816	85.63809	2254.71808511	1184.0
728	73.34789	2310.36956522	1047.0
841	59.9354	1862.81034483	851.0
775	55.47169	1284.59663866	689.0
756	66.6743	1518.1048951	858.0
843	78.486	1927.34615385	991.0
867	73.20166	1778.81578947	1027.0
851	83.43904	2172.91666667	1141.0
784	50.91639	1129.86666667	616.0
873	61.26463	1791.21212121	891.0
804	63.50086	1713.22377622	872.0
821	54.23303	1409.50714286	784.0
779	79.47045	2051.73529412	1081.0
836	68.11259	1852.88741722	921.0
754	68.6474	1754.94444444	899.0
826	71.37286	2233.84090909	988.0
716	68.79456	1445.44366197	875.0
751	73.13607	1829.94	951.0
818	84.66457	2442.4	1177.0
758	71.23607	1662.71856287	957.0
838	63.51944	1527.75	854.0
883	78.59375	1837.63684211	1066.0
778	58.97089	1364.04511278	755.0
834	77.69191	1876.48684211	975.0
849	68.45896	1571.05517241	865.0
815	80.49293	1898.20833333	1083.0
817	83.06528	2050.46107784	1076.0
794	81.93292	1912.38953488	1060.0
777	78.75553	2157.66666667	1126.0
820	85.99487	2246.70454545	1228.0
807	68.2937	1680.91946309	919.0
882	75.6834	1948.32163743	1033.0
786	88.68432	2270.64971751	1176.0
829	63.98812	1701.72151899	909.0
801	80.66463	2210.4354067	1195.0
814	91.3936	2586.36708861	1379.0
857	54.43544	1580.73	1032.0
798	76.57336	2026.81967213	1035.0
879	52.67253	1486.08396947	782.0
785	47.44761	948.411764706	498.0
791	64.90445	1952.0	1004.0
598	59.71989	1882.60273973	969.0
782	56.01762	1189.79527559	744.0
793	63.90671	1528.47014925	811.0
833	69.46069	1742.89285714	952.0
787	53.7093	1481.88888889	743.0
844	46.57081	1280.73426573	753.0
845	50.6102	1439.50413223	780.0
808	74.61051	2075.78947368	1130.0
878	55.59604	1465.59677419	756.0
1283	73.43354	2325.29251701	1070.0
717	59.85891	1343.05932203	777.0
770	77.87157	2078.54404145	1166.0
718	51.00048	1123.51162791	602.0
726	81.93069	2633.16666667	1229.0
752	62.8097	1641.02777778	787.0
780	67.85689	1695.66666667	962.0
828	76.30371	2078.65934066	1088.0
755	64.51159	1586.54761905	827.0
733	62.40758	1498.64383562	861.0
835	75.33392	2092.45038168	965.0
837	52.21268	1573.61016949	781.0
727	71.32639	1756.95287958	1023.0
868	49.74464	1281.45454545	707.0
831	66.90536	1859.88741722	942.0
781	48.50649	1258.99082569	676.0
750	55.16345	1463.11678832	793.0
596	65.34479	1862.14383562	945.0
830	61.72632	1732.64227642	848.0
862	53.24007	1607.0	920.0
869	58.16411	1666.32885906	898.0
842	57.48499	1502.46846847	736.0
732	29.40609	651.278688525	413.0
863	37.30378	1315.64705882	593.0
860	69.9729	1628.16949153	929.0
850	54.29372	1590.0	792.0
3249	76.94974	2519.11210762	1283.0
3293	61.8535	2117.76923077	1058.0
3022	88.26878	2341.45544554	1212.0
3247	93.6462	2995.16964286	1437.0
3269	93.97056	2529.5	1397.0
3296	88.11782	2224.30660377	1214.0
3015	85.72622	2740.67525773	1289.0
3399	57.08414	1812.0	947.0
3026	69.80803	2271.85534591	1065.0
3398	58.62932	1877.00689655	932.0
3030	59.7082	1953.24539877	993.0
3039	66.99534	2113.55029586	1036.0
3264	85.06596	2597.41232227	1291.0
3274	84.82399	2554.51595745	1242.0
3248	82.01226	2142.32195122	1185.0
3044	77.52132	2015.92899408	1053.0
3018	84.65168	2461.39698492	1232.0
3014	89.98341	2859.49295775	1374.0
3200	83.80804	2328.45454545	1163.0
3028	62.75215	2060.36898396	1054.0
3272	60.78297	2051.88622754	1022.0
3292	63.42459	2391.82758621	1047.0
3109	80.31729	2249.33950617	1099.0
3040	33.74409	990.495412844	627.0
3185	66.18054	1849.1160221	1015.0
3202	68.74714	2091.47894737	1101.0
3024	44.62637	1421.04580153	821.0
3108	58.18174	1753.44594595	934.0
3143	94.89087	2428.02830189	1297.0
3257	62.22127	1656.35416667	848.0
3027	67.35642	2173.92307692	1022.0
3298	75.98762	2371.01546392	1174.0
3126	81.97305	2367.51758794	1204.0
3144	90.81765	3035.5412844	1465.0
3276	56.92919	2140.95783133	1033.0
3391	82.27668	2660.38356164	1326.0
3203	66.82212	1983.70652174	1068.0
3280	91.65131	3306.79411765	1569.0
3016	99.1281	2991.98712446	1519.0
3289	48.44659	1616.25714286	849.0
3031	57.01803	1716.92857143	884.0
3255	56.49255	1835.6728972	788.0
3034	60.44691	2054.09803922	983.0
