	PD_whole_tree	chao1	observed_otus
230	61.39702	1310.52293578	691.0
247	63.45105	1513.15463918	715.0
207	50.3147	1306.80487805	604.0
342	54.74475	1125.35897436	531.0
333	60.98473	1705.75257732	746.0
265	63.62748	1603.66666667	809.0
364	55.35814	1412.44155844	601.0
355	53.34277	1121.55913978	583.0
220	50.00276	1377.33333333	619.0
341	55.25941	1394.734375	567.0
272	44.19395	1029.75862069	467.0
226	66.11027	1555.14563107	753.0
358	58.8332	1405.10526316	663.0
346	59.60712	1365.11111111	627.0
257	43.11197	1168.35897436	574.0
233	48.9414	1133.52941176	630.0
392	49.65621	800.739130435	442.0
347	59.46018	1650.06382979	714.0
264	42.58477	1112.13043478	509.0
221	49.0484	1233.72340426	635.0
383	55.19917	1236.56962025	566.0
223	51.68177	1203.12307692	545.0
283	53.91931	1131.81707317	559.0
213	41.41294	666.418604651	410.0
255	52.96059	1211.93975904	597.0
251	55.17238	1351.3255814	633.0
325	65.70883	1705.5	750.0
423	62.85754	1556.7826087	751.0
245	67.87252	1430.07692308	723.0
211	56.2088	1406.28712871	682.0
246	59.60556	1360.85714286	608.0
189	67.72954	1720.37078652	727.0
343	62.32222	1404.30172414	706.0
135	70.9619	1589.87401575	812.0
205	51.53689	1585.06097561	660.0
212	49.19632	931.776470588	514.0
147	61.77939	1369.28282828	676.0
378	56.96168	1538.05882353	708.0
266	66.00963	1541.25925926	742.0
248	51.9911	1320.11363636	634.0
384	55.25145	1137.28	601.0
222	59.13427	1557.8	722.0
254	54.25834	1591.74489796	732.0
258	47.2041	1193.33663366	616.0
348	52.91792	1275.17977528	620.0
369	62.5706	1386.06	696.0
353	70.17738	1735.54471545	828.0
218	57.66148	1197.13461538	643.0
362	62.80851	1281.43697479	689.0
396	46.49837	1009.2	550.0
279	54.97688	1411.91919192	696.0
324	56.71857	1178.06024096	586.0
203	58.2397	1586.66666667	748.0
382	59.53042	1517.22580645	672.0
338	61.84439	1419.67961165	687.0
276	53.38854	1131.35643564	651.0
267	54.54508	1434.13483146	642.0
198	59.82945	1528.15463918	730.0
344	57.28409	1431.15625	685.0
354	50.38353	1305.70588235	658.0
394	38.19799	663.515625	371.0
229	47.45274	1169.34482759	590.0
215	50.59585	1159.22340426	606.0
274	43.94782	1067.38709677	486.0
225	63.97194	1628.97894737	755.0
139	59.49386	1482.33333333	661.0
329	58.34507	1329.21052632	649.0
349	55.36941	1138.08108108	532.0
200	56.11195	1477.72093023	671.0
239	47.83477	992.418918919	487.0
275	53.64813	1104.04878049	568.0
381	52.95127	1273.7	622.0
199	49.33764	1179.13953488	615.0
235	49.54991	1073.0	540.0
376	62.99364	1322.58441558	609.0
240	47.75958	1027.56122449	576.0
162	67.89749	1608.05555556	730.0
234	31.17435	652.622222222	322.0
357	59.00938	1438.73451327	729.0
379	55.21043	1369.28282828	676.0
350	54.07002	1096.2027027	526.0
438	49.38932	871.0	457.0
244	34.57164	683.135135135	313.0
326	61.27229	1355.14285714	651.0
270	44.1119	1113.42045455	555.0
101	51.16757	940.463414634	491.0
227	55.6473	1362.16129032	640.0
377	47.21167	1141.15384615	600.0
436	46.55759	900.098360656	426.0
217	55.35279	1594.90526316	738.0
196	50.07374	1182.22222222	658.0
252	47.21383	1188.94318182	598.0
284	48.99925	1201.5	531.0
356	48.98396	1243.92134831	604.0
206	40.55643	792.904761905	414.0
197	37.08453	943.858974359	492.0
337	47.8395	1118.85714286	548.0
256	59.66975	1536.94382022	715.0
330	49.57078	1027.83529412	528.0
372	37.39902	887.509090909	417.0
214	57.01559	1392.22330097	682.0
336	47.78288	1097.29577465	503.0
366	66.35697	1547.95454545	725.0
172	56.5469	1315.96808511	617.0
138	48.23256	899.238095238	444.0
250	51.16848	1238.03061224	629.0
163	59.65065	1317.84536082	633.0
375	48.55749	1179.47368421	537.0
370	42.32592	1043.38709677	462.0
374	38.60363	788.681818182	417.0
340	44.09625	1167.63076923	505.0
216	54.48159	1306.00980392	676.0
154	56.19825	1260.89320388	637.0
219	54.41654	1310.70588235	663.0
334	42.28884	1326.04761905	526.0
367	41.80073	886.397058824	454.0
100	44.81369	1172.01265823	546.0
180	63.80687	1301.34615385	680.0
136	58.23906	1208.64130435	615.0
253	54.91771	1414.89908257	701.0
371	56.12133	1376.5	620.0
152	52.28128	1156.0	511.0
156	60.93396	1432.38636364	644.0
121	57.7451	994.121495327	558.0
335	42.01362	905.803571429	419.0
127	63.33155	1312.11904762	707.0
145	66.50889	1320.47826087	691.0
107	60.36873	1193.34285714	638.0
111	53.98464	1122.0	516.0
361	36.66318	858.826086957	368.0
331	32.65593	695.352941176	347.0
236	27.56534	584.097560976	293.0
191	39.8861	1014.62	407.0
435	30.35899	694.615384615	342.0
153	62.75324	1462.21875	668.0
155	41.15686	986.516666667	451.0
282	54.85741	1289.5625	611.0
365	45.38724	918.881578947	469.0
148	55.62107	1353.33333333	567.0
157	53.86961	1392.30434783	562.0
123	58.88993	1193.08547009	653.0
151	47.17473	825.442857143	436.0
117	51.97139	1109.3627451	590.0
99	57.52911	1116.34782609	589.0
161	62.29424	1501.72043011	665.0
150	60.98123	1510.1744186	664.0
332	39.36309	881.558823529	442.0
132	44.54315	921.134328358	464.0
177	37.0679	845.466666667	395.0
389	32.40993	650.957446809	312.0
149	44.94671	903.642857143	459.0
597	59.36995	1463.0877193	749.0
861	42.83788	1432.32846715	787.0
864	40.72111	1349.624	749.0
599	48.16859	1494.25	663.0
811	59.54103	1787.528	833.0
