	PD_whole_tree	chao1	observed_otus
230	65.73779	1689.19626168	807.0
247	69.27293	1704.925	848.0
207	55.53199	1490.44554455	720.0
342	60.48987	1073.18644068	627.0
333	74.16395	2085.48888889	959.0
265	72.34723	1878.75675676	967.0
364	62.69452	1528.37113402	718.0
355	59.67087	1274.23893805	696.0
220	56.11097	1484.88888889	746.0
341	60.73312	1476.01041667	702.0
272	51.01653	1054.12162162	545.0
226	74.31066	1769.0546875	908.0
358	65.18533	1594.54054054	779.0
346	64.49832	1389.88392857	723.0
257	51.10957	1420.73584906	727.0
233	52.98758	1190.40559441	751.0
392	55.39245	916.619047619	525.0
347	64.09992	1622.95	859.0
264	47.96086	1304.54878049	610.0
221	54.55784	1396.55660377	735.0
383	64.78367	1309.67567568	688.0
223	58.37471	1197.33333333	649.0
283	62.99656	1378.82524272	698.0
213	42.86073	694.555555556	459.0
255	58.42478	1561.10869565	711.0
251	61.68343	1594.00970874	764.0
325	73.11745	1756.39583333	897.0
423	69.68445	1684.43870968	902.0
245	77.80199	1584.3381295	880.0
211	66.60082	1594.128	825.0
246	69.33628	1745.2	775.0
189	77.95452	2073.87826087	905.0
343	69.72781	1594.79470199	868.0
135	79.88128	1921.62068966	973.0
205	57.26784	1601.63157895	785.0
212	55.4181	1205.61111111	617.0
147	68.2075	1814.34210526	831.0
378	64.18113	1745.57251908	857.0
266	72.26386	1725.90082645	861.0
248	60.83776	1558.38983051	784.0
384	60.9582	1531.14423077	721.0
222	65.50486	1784.7027027	846.0
254	61.15739	1708.92198582	897.0
258	52.88574	1433.94339623	722.0
348	58.90435	1274.66666667	727.0
369	71.2214	1627.26356589	858.0
353	77.11756	1871.52071006	1004.0
218	62.26698	1385.088	772.0
362	67.81836	1781.34259259	825.0
396	50.73583	1120.48672566	643.0
279	63.54498	1629.61832061	855.0
324	65.08594	1399.89189189	727.0
203	64.23232	1717.27205882	893.0
382	67.21126	1799.92105263	829.0
338	69.8323	1578.51162791	823.0
276	62.97474	1579.14285714	800.0
267	60.51981	1431.5	735.0
198	67.02927	1606.34090909	868.0
344	63.91423	1713.0	823.0
354	54.5994	1473.32231405	777.0
394	42.75988	772.513888889	444.0
229	53.26628	1272.22727273	701.0
215	55.59483	1391.94594595	726.0
274	49.04175	1132.40740741	575.0
225	69.44872	1599.12676056	894.0
139	67.19225	1552.43902439	785.0
329	65.80774	1478.73451327	769.0
349	60.21298	1403.62337662	624.0
200	60.2421	1518.76106195	784.0
239	51.81122	963.625	569.0
275	58.28608	1126.14563107	646.0
381	59.38665	1428.27118644	752.0
199	56.0159	1317.67213115	749.0
235	56.39725	1327.79381443	669.0
376	69.20342	1272.58333333	719.0
240	55.1331	1401.22826087	691.0
162	73.793	1636.38931298	827.0
234	33.78836	782.875	391.0
357	68.18513	1537.1372549	868.0
379	60.6002	1373.54477612	781.0
350	60.21192	1179.90625	611.0
438	56.94703	1081.55434783	571.0
