	PD_whole_tree	chao1	observed_otus
230	67.57034	1625.00862069	815.0
247	69.45428	1633.7804878	845.0
207	55.4517	1363.96039604	699.0
342	59.89969	1130.52727273	628.0
333	71.54024	1932.73913043	936.0
265	70.18043	1872.55474453	951.0
364	62.31369	1479.89215686	717.0
355	60.01416	1343.62857143	697.0
220	53.85565	1406.4	740.0
341	61.3717	1448.06451613	690.0
272	50.90491	953.565217391	550.0
226	72.94974	1675.81560284	914.0
358	65.3677	1635.40909091	793.0
346	65.96788	1478.22115385	730.0
257	49.62447	1473.11009174	741.0
233	55.03828	1349.54545455	766.0
392	54.8924	1017.15384615	515.0
347	65.94962	1781.08396947	874.0
264	49.04933	1236.96875	626.0
221	53.49691	1246.17647059	730.0
383	63.55926	1361.41441441	692.0
223	58.24561	1229.28571429	655.0
283	62.10429	1277.78301887	685.0
213	42.5932	681.5	449.0
255	58.45811	1610.4673913	730.0
251	61.74617	1456.22429907	740.0
325	73.80086	1910.00793651	896.0
423	71.77288	1776.30573248	930.0
245	76.15011	1545.84210526	862.0
211	63.76717	1743.27102804	820.0
246	66.01797	1801.6375	733.0
189	75.58963	2070.69444444	883.0
343	68.52628	1540.5	855.0
135	78.29815	1642.92307692	957.0
205	59.42624	1608.88	815.0
212	55.05279	1120.59782609	600.0
147	67.89202	1808.08108108	832.0
378	63.14353	1820.30769231	850.0
266	73.38472	1876.16666667	894.0
248	57.73187	1410.808	766.0
384	62.56845	1477.16504854	714.0
222	65.21113	1592.688	841.0
254	61.91071	1595.10416667	881.0
258	54.59036	1460.63157895	743.0
348	59.2279	1337.23636364	720.0
369	69.25351	1594.87804878	838.0
353	78.3144	1967.69461078	1017.0
218	63.65818	1394.97142857	799.0
362	68.90582	1642.75409836	833.0
396	52.08132	1273.30927835	658.0
279	63.16524	1696.34146341	864.0
324	64.36236	1410.8627451	716.0
203	63.89012	1575.57746479	883.0
382	67.76124	1729.30769231	827.0
338	70.20772	1995.29591837	832.0
276	63.09818	1443.79824561	792.0
267	62.01394	1489.87931034	760.0
198	65.27397	1520.84496124	842.0
344	63.08479	1633.25862069	812.0
354	55.59557	1347.578125	758.0
394	43.62046	795.098591549	437.0
229	55.61829	1308.59292035	711.0
215	56.95972	1331.12396694	736.0
274	49.18389	1159.44705882	585.0
225	70.83531	1765.0	918.0
139	66.78229	1575.31578947	770.0
329	64.42066	1387.224	771.0
349	59.27834	1269.01219512	607.0
200	63.82537	1489.78571429	808.0
239	51.69074	1053.7826087	576.0
275	58.84305	1214.92857143	661.0
381	58.86176	1449.66371681	747.0
199	56.85068	1390.94488189	772.0
235	55.26767	1264.75862069	637.0
376	67.69771	1451.01075269	701.0
240	53.31311	1155.46153846	683.0
162	75.34057	1726.12765957	866.0
234	35.37673	798.85	401.0
357	66.73689	1777.848	862.0
379	61.58598	1590.12931034	795.0
350	63.24407	1366.51724138	632.0
438	53.95758	895.01010101	539.0
244	36.66222	713.217391304	363.0
326	66.77486	1521.775	778.0
270	48.68542	1244.57281553	655.0
101	57.6221	1147.4	600.0
227	60.75107	1307.08130081	740.0
377	54.06068	1329.34677419	727.0
436	52.09634	918.887755102	526.0
217	60.52891	1555.47368421	849.0
196	58.61032	1452.44615385	798.0
252	54.6277	1359.38888889	717.0
284	53.39347	1178.01010101	633.0
356	56.76171	1478.44642857	748.0
206	46.95149	929.928571429	504.0
197	41.391	1175.39534884	593.0
337	53.41324	1314.44329897	663.0
256	64.84863	1455.06557377	814.0
330	56.32828	1239.3592233	643.0
372	41.36661	876.696202532	489.0
214	61.63065	1745.89108911	794.0
336	53.73968	1247.52325581	597.0
366	72.73293	1605.128	836.0
172	62.40196	1259.30769231	717.0
138	52.05946	988.166666667	506.0
250	58.10005	1454.73451327	745.0
163	68.10286	1553.7295082	780.0
375	54.43097	1325.85714286	658.0
370	50.44608	1303.90909091	573.0
374	41.27187	851.918918919	474.0
340	50.70455	1211.38709677	617.0
216	62.10157	1523.18421053	802.0
154	62.15305	1496.04918033	761.0
219	59.46853	1499.8	807.0
334	47.71387	1291.19148936	634.0
367	46.86275	1149.3	534.0
100	53.21959	1363.74257426	662.0
180	72.28303	1710.47826087	832.0
136	65.18014	1283.61417323	749.0
253	59.76009	1502.5	835.0
371	63.32786	1757.03225806	756.0
152	60.97968	1281.42857143	633.0
156	66.2417	1408.99212598	768.0
121	61.83413	1232.52777778	654.0
335	46.94844	1065.28767123	507.0
127	67.81367	1428.3255814	791.0
145	76.10587	1720.09836066	851.0
107	68.72407	1412.05426357	781.0
111	59.95776	1382.03225806	628.0
361	39.75085	790.929577465	436.0
331	36.98803	992.571428571	417.0
236	29.5876	714.071428571	339.0
191	46.41346	1369.91525424	521.0
435	35.4493	713.014492754	407.0
153	70.08416	1719.60550459	801.0
155	46.50829	1114.47368421	540.0
282	62.42774	1672.78350515	757.0
365	50.37207	1067.68539326	557.0
148	63.01949	1403.61320755	688.0
157	61.04716	1512.03296703	687.0
123	67.07887	1297.93793103	764.0
151	53.24016	1188.12987013	554.0
117	59.04164	1354.69298246	713.0
99	62.25239	1447.21875	705.0
161	70.3709	1532.59854015	805.0
150	67.38249	1895.5	820.0
332	45.31996	1036.56179775	546.0
132	50.24008	1042.46391753	577.0
177	41.90268	936.278481013	480.0
389	37.2425	715.693548387	385.0
149	50.79533	1219.39705882	551.0
597	64.244	1668.64583333	900.0
861	48.64886	1508.88125	908.0
864	48.0811	1560.97841727	885.0
599	55.48075	1589.02272727	810.0
811	68.71944	2045.26785714	1025.0
771	56.08556	1375.03225806	641.0
875	49.23789	1224.54054054	668.0
783	58.43241	1482.44954128	754.0
859	71.06185	1800.54198473	886.0
858	58.84376	1511.22727273	749.0
876	58.60595	1547.02941176	721.0
848	75.75701	2033.75	971.0
852	55.22673	1268.22727273	661.0
773	73.28202	1802.93006993	913.0
839	60.7543	1677.14285714	856.0
822	65.77211	1607.63235294	828.0
832	64.32961	1753.08403361	819.0
819	76.39071	2131.84177215	1047.0
816	80.23559	1965.5988024	1025.0
728	66.40911	2289.14018692	924.0
841	55.97379	1703.81553398	749.0
775	51.342	1176.0106383	595.0
756	61.22119	1287.1	739.0
843	74.76586	1836.8057554	892.0
867	67.42967	1762.09395973	908.0
851	77.981	1822.85882353	992.0
784	46.62712	982.0	544.0
873	56.84733	1523.26771654	780.0
804	56.70933	1461.16239316	734.0
821	50.17119	1452.38679245	692.0
779	71.98824	1824.94078947	944.0
836	61.60013	1775.38461538	801.0
754	61.36916	1567.32	777.0
826	64.5455	1758.54098361	828.0
716	63.39835	1318.00813008	769.0
751	68.44907	1575.125	842.0
818	78.36024	2034.27922078	996.0
758	63.32048	1522.01459854	833.0
838	58.69545	1518.46788991	753.0
883	71.89409	1502.34636872	910.0
778	53.90428	1229.04347826	664.0
834	73.54746	1900.00787402	890.0
849	63.97877	1592.29411765	777.0
815	72.60174	1961.10714286	956.0
817	77.15715	1959.77777778	937.0
794	75.19974	1709.18181818	963.0
777	71.94205	2011.42105263	978.0
820	77.96925	2219.22580645	1056.0
807	64.27066	1572.62295082	806.0
882	69.60694	1660.09090909	901.0
786	82.10979	2038.41935484	1025.0
829	58.84232	1509.13138686	775.0
801	72.22083	2018.01785714	1022.0
814	81.91197	2375.49171271	1174.0
857	47.95108	1397.71052632	910.0
798	67.58656	1986.484375	883.0
879	46.46233	1589.0	680.0
785	43.26146	746.149253731	431.0
791	58.97134	1662.55555556	860.0
598	56.47036	1568.34090909	830.0
782	49.43485	1092.70192308	644.0
793	58.84126	1296.77777778	691.0
833	62.97226	1895.88888889	827.0
787	50.0177	1333.63541667	653.0
844	44.48649	1329.74285714	669.0
845	45.53142	1247.88679245	675.0
808	67.6127	2036.23225806	1001.0
878	51.17842	1345.34259259	668.0
1283	67.21147	2017.49606299	922.0
717	54.66611	1107.62931034	684.0
770	70.25906	1775.78125	1015.0
718	48.09041	1049.28169014	534.0
726	76.90537	2159.8372093	1087.0
752	57.24102	1484.49450549	689.0
780	61.72351	1672.85714286	835.0
828	70.22189	1965.68918919	953.0
755	61.86778	1506.55555556	734.0
733	58.32676	1272.32089552	749.0
835	69.77716	1713.19047619	831.0
837	46.88645	1285.69811321	659.0
727	66.6788	1826.20740741	891.0
868	46.21557	1179.06315789	618.0
831	61.97933	1621.44067797	788.0
781	43.8409	1031.82105263	566.0
750	49.08193	1327.39252336	679.0
596	57.84467	1625.52380952	813.0
830	56.57637	1540.7027027	748.0
862	46.1563	1462.38235294	803.0
869	54.81995	1532.68217054	784.0
842	52.03665	1265.95918367	632.0
732	28.60934	655.052631579	391.0
863	33.23283	1268.0	503.0
860	64.1433	1581.95	818.0
850	51.41137	1782.61363636	705.0
3249	70.84631	2407.0	1089.0
3293	57.23022	2007.39285714	929.0
3022	82.06157	2161.61764706	1069.0
