	PD_whole_tree	chao1	observed_otus
230	71.72066	1774.7593985	914.0
247	75.4855	1946.88811189	985.0
207	59.19483	1477.46280992	798.0
342	66.17639	1210.28571429	719.0
333	79.33543	2254.1	1076.0
265	78.60612	1942.25555556	1082.0
364	68.29397	1776.8125	826.0
355	63.62127	1392.22222222	784.0
220	60.19607	1498.82142857	840.0
341	65.92319	1689.66019417	790.0
272	54.52498	1107.95	629.0
226	79.26446	2030.10714286	1025.0
358	71.84351	1668.73913043	887.0
346	71.51353	1697.12195122	850.0
257	55.75352	1784.94444444	837.0
233	59.79456	1450.44827586	858.0
392	59.94629	1098.90909091	588.0
347	70.87917	2037.63829787	994.0
264	54.66898	1423.34285714	712.0
221	58.46176	1406.26086957	828.0
383	69.99468	1526.88	789.0
223	61.02155	1353.24752475	717.0
283	66.86216	1377.94957983	760.0
213	43.48472	775.142857143	497.0
255	62.26582	1546.775	803.0
251	66.09904	1529.03053435	838.0
325	79.27195	1928.70625	1009.0
423	75.98102	1926.35057471	1046.0
245	81.02692	1707.0955414	984.0
211	71.79079	1940.28571429	949.0
246	73.88973	1932.38738739	875.0
189	82.18215	2355.7593985	1036.0
343	74.94373	1644.50549451	970.0
135	85.22943	1942.96610169	1090.0
205	63.39328	1787.5	916.0
212	60.54267	1255.0	690.0
147	73.77354	1786.90344828	930.0
378	68.9752	1758.83870968	954.0
266	76.91654	2059.22142857	1012.0
248	63.25581	1570.33333333	875.0
384	67.33907	1556.2983871	809.0
222	70.07816	1705.31578947	949.0
254	66.04996	1792.57142857	999.0
258	59.12351	1613.93939394	852.0
348	65.21649	1575.859375	835.0
369	76.71977	1832.6625	999.0
353	86.5025	2449.0	1171.0
218	67.94767	1567.04166667	881.0
362	75.34347	1848.0	951.0
396	56.40698	1449.62831858	761.0
279	67.98268	1652.28571429	968.0
324	70.92705	1481.20143885	833.0
203	69.97112	1812.7804878	1012.0
382	73.26257	1989.57777778	959.0
338	76.76263	1998.04545455	956.0
276	66.19333	1482.04081633	892.0
267	65.86752	1505.55696203	869.0
198	71.55773	1792.13868613	960.0
344	70.50178	1900.34042553	958.0
354	61.77751	1538.52054795	874.0
394	47.38106	982.4	516.0
229	60.20873	1555.04918033	820.0
215	62.65056	1476.65217391	836.0
274	53.42107	1157.42857143	656.0
225	76.09528	1810.63636364	1024.0
139	71.49195	1630.94444444	885.0
329	68.83019	1600.00819672	858.0
349	67.13421	1524.69473684	718.0
200	68.26433	1642.06896552	914.0
239	55.51187	1149.0	657.0
275	63.94577	1350.77981651	748.0
381	63.92065	1583.0979021	864.0
199	61.35092	1534.55555556	864.0
235	59.40845	1360.31304348	744.0
376	74.15176	1698.07920792	806.0
240	58.56093	1329.02439024	768.0
162	80.40266	1870.67073171	980.0
234	38.4707	916.163934426	446.0
357	72.2768	1766.89240506	971.0
379	67.92242	1773.76865672	923.0
350	66.61349	1537.04301075	713.0
438	59.47647	1260.33333333	637.0
244	41.26955	759.1	414.0
326	73.9085	1749.13868613	903.0
270	52.9503	1475.67924528	749.0
101	63.38679	1366.00952381	691.0
227	64.48777	1534.45669291	835.0
377	58.76232	1534.85507246	835.0
436	57.59748	1160.13402062	614.0
217	66.84694	1854.75	963.0
196	63.04773	1577.14285714	896.0
252	57.42176	1532.3362069	806.0
284	57.82153	1411.6728972	728.0
356	63.58821	1596.75	859.0
206	50.72787	1101.48314607	584.0
197	44.45379	1145.67826087	665.0
337	59.05216	1451.05263158	765.0
256	73.20103	1805.11111111	950.0
330	62.36556	1347.33333333	736.0
372	46.82534	1167.2962963	576.0
214	68.09351	1875.18656716	933.0
336	59.94461	1521.2247191	682.0
366	79.3207	1776.85430464	954.0
172	69.69544	1560.03921569	861.0
138	57.74899	1082.44827586	584.0
250	61.24243	1569.3125	842.0
163	72.64091	1621.625	881.0
375	58.03648	1563.8362069	765.0
370	56.46813	1735.46753247	673.0
374	46.48193	1038.66666667	557.0
340	54.50462	1276.02564103	702.0
216	64.07792	1693.66666667	899.0
154	68.70548	1594.56410256	879.0
219	65.81287	1936.00793651	922.0
334	53.05128	1530.0	724.0
367	50.63871	1294.17241379	620.0
100	56.22598	1438.30508475	745.0
180	77.95052	1780.93333333	940.0
136	70.4978	1466.0	848.0
253	66.50491	1652.0	938.0
371	66.97631	1674.9379845	853.0
152	67.45617	1574.00952381	740.0
156	71.91121	1572.30201342	873.0
121	68.82562	1577.31578947	772.0
335	52.28515	1213.73913043	602.0
127	74.84597	1677.08333333	934.0
145	81.30067	1974.00787402	952.0
107	73.3499	1608.0	873.0
111	64.30703	1481.75728155	707.0
361	43.95249	1018.14925373	500.0
331	40.03068	1075.88135593	474.0
236	32.07343	763.326086957	373.0
191	48.88842	1199.36842105	561.0
435	38.03229	855.563380282	465.0
153	73.74578	2077.80172414	919.0
155	50.05311	1132.77659574	610.0
282	65.69978	1669.408	854.0
365	56.03161	1294.49484536	654.0
148	68.38568	1962.23076923	792.0
157	67.64571	1640.25225225	782.0
123	72.34534	1611.60264901	891.0
151	58.60417	1229.88297872	624.0
117	64.94299	1608.61016949	816.0
99	68.78805	1447.31147541	803.0
161	72.77792	1651.85135135	888.0
150	72.14183	1849.75757576	916.0
332	49.57789	1053.65486726	616.0
132	55.7762	1204.57142857	654.0
177	47.1403	1107.6	555.0
389	40.53636	967.095238095	449.0
149	55.77146	1427.89189189	626.0
597	71.48426	1825.51704545	1041.0
861	52.32988	1658.96132597	1037.0
864	51.14956	1661.63636364	1005.0
599	60.53456	1737.89261745	914.0
811	74.76829	2286.9368932	1199.0
771	60.28553	1377.59504132	741.0
875	53.52365	1312.51492537	758.0
783	62.48495	1405.44366197	835.0
859	75.36385	1885.89873418	1002.0
858	64.52907	1633.59090909	858.0
876	64.2915	1476.19078947	835.0
848	80.00701	2115.37804878	1088.0
852	58.21988	1312.54615385	738.0
773	80.11223	1953.14516129	1069.0
839	67.21057	1872.37804878	985.0
822	71.55396	1814.89032258	951.0
832	69.16351	2018.35714286	935.0
819	86.56637	2190.8	1235.0
816	87.24705	2222.32663317	1198.0
728	72.93779	2208.1048951	1042.0
841	60.59803	1768.3984375	859.0
775	55.40578	1228.78571429	687.0
756	65.22249	1428.43918919	848.0
843	79.34428	1908.99378882	995.0
867	72.91523	1805.02702703	1030.0
851	82.01598	2246.625	1141.0
784	50.00738	1074.69444444	608.0
873	60.40847	1631.40559441	877.0
804	65.20203	1760.15602837	886.0
821	54.26979	1487.74418605	786.0
779	78.85685	1897.47938144	1082.0
836	67.63116	1836.83333333	928.0
754	66.09504	1569.0	879.0
826	70.88137	2183.77272727	981.0
716	68.85215	1496.85234899	895.0
751	73.69962	1826.5	957.0
818	86.64745	2196.98019802	1172.0
758	72.97459	1646.86440678	970.0
838	63.79106	1724.328	865.0
883	78.45327	1851.89690722	1068.0
778	58.55983	1406.00806452	756.0
834	78.62554	1925.00649351	987.0
849	69.48913	1762.06569343	884.0
815	79.83154	1919.6978022	1075.0
817	83.52969	2028.90909091	1088.0
794	82.21999	1977.89010989	1090.0
777	78.41608	2222.04046243	1120.0
820	84.52262	2300.47596154	1223.0
807	69.05203	1590.24489796	903.0
882	75.04679	1982.3902439	1028.0
786	89.26713	2124.22167488	1182.0
829	63.8377	1664.15625	900.0
801	80.07443	2143.12903226	1189.0
814	88.52674	2403.32098765	1347.0
857	53.92035	1591.64141414	1035.0
798	77.09355	2076.52095808	1029.0
879	52.27102	1580.95762712	781.0
785	46.41075	960.103448276	482.0
791	64.98819	1816.00595238	991.0
598	59.40029	1759.375	955.0
782	55.5976	1195.890625	743.0
793	64.85785	1667.42307692	834.0
833	68.45215	1901.70921986	941.0
787	53.96267	1535.10204082	733.0
844	47.82269	1399.03252033	747.0
845	49.93302	1414.18421053	759.0
808	75.51901	2138.34972678	1130.0
878	55.21272	1520.46153846	754.0
1283	73.23514	1938.65384615	1057.0
717	60.47578	1393.38938053	786.0
770	79.11713	2072.10659898	1166.0
718	50.59234	1064.89534884	591.0
726	81.79833	2251.23	1216.0
752	63.05675	1783.1443299	792.0
780	68.03893	1951.73287671	977.0
828	75.5233	2318.34810127	1096.0
755	66.45312	1693.06557377	839.0
733	62.56381	1556.80821918	871.0
835	75.63323	2032.04444444	966.0
837	53.36848	1533.54918033	774.0
727	73.1767	2006.00584795	1051.0
868	49.12291	1132.12903226	697.0
831	67.33803	1761.00625	937.0
781	48.09124	1543.86904762	673.0
750	54.76677	1464.79545455	779.0
596	64.57043	1797.58709677	947.0
830	61.2491	1804.21804511	870.0
862	51.51351	1606.80405405	912.0
869	58.37537	1622.59477124	893.0
842	55.66142	1479.67567568	728.0
732	29.09013	619.84375	411.0
863	37.25195	1265.17241379	591.0
860	71.75902	1965.37931034	958.0
850	55.49594	1646.57142857	822.0
3249	75.56921	2482.33962264	1258.0
3293	61.91641	2210.9245283	1058.0
3022	88.60198	2485.72340426	1225.0
3247	94.2632	2788.90039841	1438.0
3269	91.96591	2589.47161572	1376.0
3296	85.18642	2213.205	1194.0
3015	87.14069	2499.36206897	1308.0
3399	56.1675	1737.55151515	954.0
3026	68.37278	2234.19375	1058.0
3398	58.16478	2025.84507042	951.0
3030	59.19218	1905.57926829	985.0
3039	66.94588	2358.12080537	1041.0
3264	86.70718	2685.36842105	1309.0
3274	85.66759	2525.61538462	1253.0
3248	83.21969	2064.65277778	1182.0
3044	77.37591	2000.26470588	1043.0
3018	86.90556	2642.14130435	1251.0
3014	88.51972	2711.9103139	1360.0
3200	83.34328	2192.25	1146.0
3028	63.23103	1979.83769634	1039.0
3272	60.23073	1901.98305085	1005.0
3292	61.9749	2144.12280702	1040.0
3109	79.82595	2210.69230769	1108.0
3040	34.16595	1032.4587156	640.0
3185	67.60795	1997.92727273	1022.0
3202	68.14873	2047.40983607	1085.0
3024	44.53292	1362.80405405	829.0
3108	56.84892	1603.5	909.0
3143	94.35683	2357.45581395	1290.0
3257	61.58186	1600.25714286	833.0
3027	67.20577	2074.35294118	992.0
3298	74.96891	2217.56435644	1154.0
3126	83.23425	2320.81428571	1215.0
3144	91.72634	2980.84331797	1456.0
3276	55.56767	2231.06535948	1025.0
3391	82.75351	2674.14479638	1331.0
3203	67.19865	2136.07926829	1073.0
3280	90.57305	3069.59302326	1550.0
