	PD_whole_tree	chao1	observed_otus
230	64.03198	1200.12781955	782.0
247	65.98816	1143.16911765	791.0
207	53.96612	930.0	633.0
342	58.33457	852.176470588	601.0
333	67.00228	1272.41447368	852.0
265	67.83577	1258.97887324	865.0
364	59.27531	1185.03960396	686.0
355	56.0635	945.054545455	646.0
220	52.03586	945.883928571	659.0
341	59.80885	1207.375	698.0
272	48.11703	758.898734177	507.0
226	70.90455	1298.36090226	847.0
358	58.82401	1085.70909091	710.0
346	63.03019	1030.62831858	680.0
257	51.22254	1030.09090909	675.0
233	51.10847	913.826923077	665.0
392	55.83635	909.583333333	547.0
347	61.15286	1182.30612245	804.0
264	49.83826	916.06122449	583.0
221	52.4941	969.2	668.0
383	62.95229	1101.74285714	666.0
223	56.44555	1001.56818182	616.0
283	58.51366	974.366336634	641.0
213	40.18463	573.865384615	420.0
255	56.41646	1198.52830189	714.0
251	59.3025	1100.62809917	725.0
325	69.72024	1252.36486486	823.0
423	65.53355	1283.64473684	849.0
245	72.36759	1138.98529412	807.0
211	63.6917	1294.70731707	801.0
246	67.28545	1223.57391304	740.0
189	73.09912	1341.0	849.0
343	64.61016	1139.3557047	786.0
135	72.58164	1186.68888889	825.0
205	56.55085	1076.25954198	727.0
212	54.57938	768.216494845	561.0
147	61.66826	1130.128	737.0
378	60.37679	1081.72932331	749.0
266	70.28067	1362.05263158	846.0
248	55.25133	997.689393939	706.0
384	57.82054	976.142857143	653.0
222	63.19991	1115.17073171	765.0
254	56.79621	1054.0	777.0
258	51.31806	1022.12903226	646.0
348	57.90369	1071.13461538	682.0
369	66.30769	1113.96350365	780.0
353	72.97434	1252.72727273	891.0
218	59.98821	1048.74285714	708.0
362	67.11304	1252.00704225	812.0
396	51.22646	908.264705882	620.0
279	60.47598	1109.16666667	765.0
324	63.01489	1046.47222222	677.0
203	59.5915	1126.0	793.0
382	65.40793	1241.5546875	786.0
338	68.09477	1267.2761194	801.0
276	57.16296	1027.06451613	687.0
267	56.00065	1036.55932203	696.0
198	65.46979	1210.6	823.0
344	58.64896	1096.390625	746.0
354	52.58523	971.166666667	657.0
394	45.26753	733.461538462	468.0
229	53.05122	1113.15151515	684.0
215	56.07121	1058.37391304	699.0
274	44.93008	786.346153846	513.0
225	67.84192	1138.1409396	827.0
139	63.7611	1144.04032258	735.0
329	61.66878	989.974358974	691.0
349	57.81811	1074.20833333	581.0
200	59.93822	1048.19047619	727.0
239	52.63426	761.00952381	548.0
275	57.73727	918.679245283	639.0
381	57.99208	1025.7	710.0
199	52.98246	982.52293578	676.0
235	55.87316	1140.56179775	650.0
376	64.22305	1017.4245283	662.0
240	51.89146	896.342105263	632.0
162	70.69626	1197.67272727	819.0
234	34.51685	602.033898305	381.0
357	61.95159	1205.72222222	793.0
379	59.05301	1083.12820513	720.0
350	57.87507	1071.37974684	591.0
438	55.0377	1039.35820896	556.0
244	38.884	603.4	349.0
326	63.71804	1165.96330275	718.0
270	47.3753	935.168316832	612.0
101	57.95154	1107.83908046	606.0
227	57.23537	999.247524752	671.0
377	52.17678	971.836206897	668.0
436	53.97853	1008.88607595	556.0
217	57.22431	1170.56382979	737.0
196	53.8092	933.125	682.0
252	49.96975	953.304878049	618.0
284	52.87122	1003.56666667	588.0
356	53.72699	1005.35897436	681.0
206	44.08741	713.988636364	481.0
197	39.80075	794.318681319	532.0
337	51.36397	981.462365591	611.0
256	64.33547	1220.02912621	764.0
330	57.10907	1007.1559633	628.0
372	39.37303	762.333333333	459.0
214	59.72558	1148.125	726.0
336	54.93805	1007.03883495	603.0
366	70.77637	1136.00714286	785.0
172	61.90072	1061.08333333	722.0
138	54.0797	802.511111111	525.0
250	55.64099	1116.28037383	711.0
163	64.36277	1101.42068966	745.0
375	50.94309	1059.66666667	610.0
370	51.2989	1054.73563218	583.0
374	39.86065	680.381578947	454.0
340	49.0154	867.342857143	585.0
216	57.84944	1068.12844037	725.0
154	61.38766	1064.29605263	741.0
219	57.60601	1082.11267606	747.0
334	46.73838	911.791304348	603.0
367	46.23426	883.311111111	543.0
100	50.82234	970.315789474	635.0
180	67.12854	1116.59090909	733.0
136	59.90281	831.384615385	616.0
253	57.50449	971.227642276	710.0
371	60.13681	1271.11320755	737.0
152	59.83358	1007.56074766	624.0
156	64.46361	1178.70338983	738.0
121	62.20361	1056.67567568	658.0
335	47.65184	851.554347826	524.0
127	67.49686	1321.45238095	800.0
145	71.33201	1307.7027027	770.0
107	64.45755	1204.61052632	723.0
111	58.35635	1068.02884615	631.0
361	39.15196	786.147540984	440.0
331	37.23689	756.685185185	410.0
236	30.35908	557.038461538	345.0
191	43.9674	772.333333333	483.0
435	36.19046	637.47761194	405.0
153	67.06615	1336.1826087	768.0
155	44.99204	851.583333333	517.0
282	59.23368	1008.38095238	705.0
365	51.50101	922.413793103	556.0
148	59.63762	1066.88349515	643.0
