	PD_whole_tree	chao1	observed_otus
230	87.82479	2489.20571429	1220.0
247	86.98234	2466.62068966	1213.0
207	70.34333	1879.93548387	1006.0
342	76.28715	1703.94039735	917.0
333	92.44055	2829.00454545	1398.0
265	92.81794	2826.13888889	1416.0
364	81.71302	2407.79220779	1080.0
355	75.15246	1835.94610778	1006.0
220	70.4381	2189.46875	1085.0
341	76.05688	2156.05970149	988.0
272	62.14441	1420.09090909	788.0
226	92.72344	2916.18644068	1342.0
358	82.89889	2349.18072289	1148.0
346	85.63487	2205.97714286	1113.0
257	65.93278	2242.34615385	1075.0
233	68.93462	1990.14754098	1104.0
392	66.47517	1261.72727273	700.0
347	84.11142	2613.88832487	1289.0
264	64.92143	1740.30921053	913.0
221	67.44225	1938.0	1056.0
383	82.30512	2153.0070922	1019.0
223	72.39684	1984.44067797	923.0
283	77.99049	1998.9	990.0
213	47.59399	919.890625	577.0
255	74.16906	2357.07142857	1052.0
251	78.26201	2156.02547771	1068.0
325	94.08376	2784.01621622	1294.0
423	92.30203	2794.23963134	1387.0
245	93.14805	2349.24226804	1262.0
211	81.94565	2437.0955414	1159.0
246	86.07816	2257.46745562	1111.0
189	96.01249	2835.11229947	1313.0
343	87.08195	2460.54450262	1234.0
135	98.49121	2677.02631579	1422.0
205	77.27836	2539.02717391	1217.0
212	71.51208	1672.40740741	887.0
147	87.40296	2354.4375	1208.0
378	83.06172	2596.80319149	1258.0
266	93.75788	2873.18461538	1347.0
248	74.14679	2216.40555556	1140.0
384	80.16273	2260.39416058	1039.0
222	84.0353	2418.64171123	1238.0
254	77.61226	2515.52380952	1276.0
258	70.35652	2057.38650307	1066.0
348	78.10369	2196.38095238	1098.0
369	90.71858	2573.14	1304.0
353	101.13269	2909.6875	1490.0
218	80.54295	2093.50617284	1096.0
362	90.92476	2398.55329949	1237.0
396	67.10166	1899.70149254	950.0
279	82.64675	2419.09045226	1276.0
324	81.71595	2099.44	1041.0
203	80.68324	2458.43979058	1271.0
382	89.18075	2646.43093923	1248.0
338	88.75694	2565.42134831	1230.0
276	76.68372	2069.3575419	1141.0
267	79.43926	2400.39072848	1109.0
198	83.36675	2585.16969697	1235.0
344	83.77676	2555.84153005	1238.0
354	72.1972	2054.58730159	1129.0
394	53.95649	1238.55769231	658.0
229	70.25337	2312.65909091	1045.0
215	73.75251	2053.9	1073.0
274	62.04914	1608.72093023	836.0
225	90.4134	2465.32994924	1290.0
139	87.73086	2573.05847953	1187.0
329	80.40585	2210.98675497	1099.0
349	80.46076	2199.58196721	944.0
200	79.03141	2180.41538462	1174.0
239	65.62844	1469.453125	808.0
275	72.90071	1760.11627907	913.0
381	77.53243	2123.81818182	1124.0
199	72.27897	2198.55029586	1121.0
