	PD_whole_tree	chao1	observed_otus
230	58.6288	902.96875	619.0
247	56.63918	753.318965517	605.0
207	47.40763	679.846153846	500.0
342	51.00621	667.010989011	482.0
333	57.46933	947.121212121	655.0
265	57.0537	852.101010101	645.0
364	50.57451	806.129411765	543.0
355	49.20096	691.382978723	520.0
220	44.9718	669.904109589	500.0
341	51.74465	834.480392157	583.0
272	43.06072	545.5625	400.0
226	61.06139	876.2	644.0
358	51.43154	750.317073171	545.0
346	52.76285	682.069767442	517.0
257	43.1448	771.202702703	526.0
233	45.68391	683.52173913	515.0
392	51.43232	607.082191781	454.0
347	50.53877	803.216494845	596.0
264	42.68738	673.850746269	444.0
221	48.14609	761.285714286	533.0
383	54.35962	718.225806452	519.0
223	49.83477	700.285714286	498.0
283	52.691	720.493670886	512.0
213	36.75072	432.757575758	337.0
255	50.4327	931.631578947	576.0
251	50.48547	737.066666667	550.0
325	59.11162	823.192982456	627.0
423	56.24472	930.367346939	645.0
245	62.41241	807.295238095	629.0
211	57.03144	911.566037736	641.0
246	59.75689	836.946808511	583.0
189	64.59132	965.144329897	657.0
343	55.97974	847.069767442	587.0
135	62.17029	766.441176471	612.0
205	48.14615	749.011764706	540.0
212	48.02145	605.3	452.0
147	52.95521	774.571428571	554.0
378	50.28079	744.010869565	563.0
266	59.268	883.316326531	633.0
248	49.89335	801.083333333	557.0
384	50.40574	698.987341772	515.0
222	54.11111	767.545454545	603.0
254	49.85942	736.691489362	591.0
258	44.10925	668.970588235	470.0
348	48.98429	729.311111111	534.0
369	55.36689	796.1	605.0
353	61.00442	869.893129771	686.0
218	52.95655	741.010989011	556.0
362	55.63258	837.610526316	611.0
396	44.75674	680.563380282	490.0
279	49.99964	720.816326531	569.0
324	54.7127	760.247058824	540.0
203	53.33046	785.919191919	614.0
382	56.41171	861.242718447	610.0
338	59.04012	929.784090909	620.0
276	50.37836	701.131578947	540.0
267	48.38433	792.325	551.0
198	55.23289	816.159574468	617.0
344	48.07996	721.968085106	560.0
354	44.8667	676.345679012	499.0
394	41.02133	507.810344828	361.0
229	42.73913	727.5	510.0
215	48.25405	733.928571429	540.0
274	43.14339	571.214285714	420.0
225	60.64839	853.777777778	668.0
139	53.62626	735.32183908	546.0
329	53.80385	789.076923077	554.0
349	50.65732	667.549295775	458.0
200	50.74507	844.5125	578.0
239	45.74415	628.779411765	437.0
275	50.9711	744.526315789	523.0
381	48.20067	710.572916667	539.0
199	45.14413	698.857142857	521.0
235	50.9343	794.683544304	530.0
376	55.70065	704.3125	514.0
240	45.94291	672.835443038	491.0
162	58.58446	808.853658537	613.0
234	31.16235	455.8	313.0
357	53.34613	785.5	615.0
379	47.36542	684.012345679	525.0
350	52.49829	733.846153846	472.0
438	49.89492	736.158730159	466.0
244	33.91521	393.477272727	267.0
326	54.34247	662.61	537.0
270	42.24659	695.821428571	491.0
101	50.20217	791.514285714	481.0
227	51.24564	708.555555556	527.0
377	42.34506	641.038961039	492.0
436	48.12112	661.031914894	468.0
217	46.98017	756.718309859	552.0
196	46.16512	675.28	512.0
252	43.07737	650.0	470.0
284	44.65348	663.739130435	438.0
356	47.31593	746.075	524.0
206	39.06977	519.658227848	400.0
197	33.12097	568.390625	403.0
337	44.49595	671.192307692	476.0
256	55.18176	847.013888889	587.0
330	48.0653	672.285714286	491.0
372	35.22346	587.192307692	378.0
214	52.2561	779.719101124	565.0
336	47.17027	735.441558442	477.0
366	63.05673	831.589285714	630.0
172	53.50379	762.957894737	545.0
138	47.07892	682.564516129	437.0
250	48.44946	705.318181818	544.0
163	55.89144	860.363636364	574.0
375	44.69653	827.442622951	488.0
370	43.02242	593.75	440.0
374	34.70191	564.5	359.0
340	42.83152	656.538461538	468.0
216	50.49329	721.012195122	554.0
154	53.28396	761.230769231	579.0
219	50.28258	780.847826087	571.0
334	39.4447	606.368421053	439.0
367	40.80262	624.789473684	438.0
100	43.25069	654.112359551	485.0
180	56.94181	748.785714286	557.0
136	51.67909	612.411764706	472.0
253	48.40445	661.821428571	527.0
371	51.09592	777.681318681	559.0
152	52.09138	737.128205128	482.0
156	54.88487	760.060606061	569.0
121	53.87312	750.043010753	523.0
335	41.92822	632.090909091	417.0
127	58.45871	829.108695652	586.0
145	61.96079	856.101010101	597.0
107	56.45766	753.010526316	566.0
111	51.64306	716.709677419	507.0
361	35.15709	541.881355932	360.0
331	31.52656	503.466666667	320.0
236	28.66772	466.657894737	285.0
191	38.47804	628.767857143	393.0
435	32.88379	488.887096774	343.0
153	57.91477	920.636363636	592.0
155	38.76234	599.078125	415.0
282	51.00573	759.063157895	562.0
365	43.64409	620.815384615	430.0
148	54.34225	757.12195122	512.0
157	53.16115	785.927710843	519.0
123	55.58694	762.681318681	544.0
151	46.4531	686.225806452	435.0
117	45.96454	676.34375	485.0
99	51.04417	653.942857143	463.0
161	57.90457	785.624	605.0
150	52.89426	739.105263158	558.0
332	37.40143	528.935483871	372.0
132	45.32928	597.125	446.0
177	35.88504	522.042857143	377.0
389	36.12645	582.685185185	353.0
149	42.06714	601.119402985	416.0
597	51.33013	773.164835165	580.0
861	31.11734	559.590163934	454.0
864	32.23619	566.859375	459.0
599	43.35493	730.278481013	503.0
811	48.3485	815.869047619	593.0
771	48.9881	799.541666667	483.0
875	39.58951	575.518987342	447.0
783	49.11596	695.72972973	497.0
859	57.50055	931.524752475	638.0
858	50.69738	743.725274725	538.0
876	48.57482	763.269230769	503.0
848	60.71418	866.583333333	664.0
852	46.67456	701.75	488.0
773	60.79816	821.535433071	637.0
839	47.42618	761.613207547	585.0
822	52.133	813.009615385	602.0
832	53.65063	926.125	634.0
819	64.2697	940.619402985	723.0
816	65.07149	939.125	730.0
728	53.27075	860.5	598.0
841	47.81097	776.610526316	550.0
775	43.81439	691.232876712	453.0
756	49.46481	686.034482759	517.0
843	61.85553	881.416666667	629.0
867	55.33586	889.025210084	656.0
851	60.93119	930.884615385	671.0
784	40.12916	627.638888889	421.0
873	43.90905	788.325581395	538.0
804	49.24775	729.957627119	563.0
821	42.16515	685.679012346	489.0
779	57.36192	858.092592593	633.0
836	51.03939	791.36	557.0
754	52.76309	901.510204082	599.0
826	54.86031	916.2	627.0
716	53.64261	746.917647059	551.0
751	54.8871	802.511111111	554.0
818	64.37484	965.12195122	708.0
758	53.1464	736.787878788	563.0
838	50.34983	811.928571429	563.0
883	60.08598	869.296610169	667.0
778	45.99467	732.576923077	480.0
834	64.24737	1027.38983051	694.0
849	52.01688	727.0625	512.0
815	60.8098	928.884615385	669.0
817	63.52006	886.092592593	661.0
794	60.50004	830.744186047	659.0
777	57.2206	890.038834951	641.0
820	62.70728	1043.45517241	776.0
807	53.37386	808.181818182	560.0
882	57.22401	907.009259259	637.0
786	64.85647	831.02173913	672.0
829	50.76137	878.238938053	605.0
801	57.58557	921.954545455	672.0
814	66.62864	994.769736842	790.0
857	33.16794	543.888888889	456.0
798	58.50355	964.225806452	667.0
879	38.35545	651.181818182	469.0
785	37.2989	418.1	296.0
791	45.0022	726.011111111	543.0
598	43.44292	729.328947368	529.0
782	43.6315	553.234375	414.0
793	48.42946	724.951219512	499.0
833	54.89668	860.509259259	623.0
787	39.47425	640.567567568	451.0
844	34.6711	625.571428571	441.0
845	37.7073	630.714285714	458.0
808	52.48574	899.079207921	654.0
878	42.46961	636.24137931	475.0
1283	54.72709	909.0	672.0
717	45.22231	660.593220339	445.0
770	55.9782	919.478723404	649.0
718	38.16506	459.109090909	342.0
726	56.8894	885.0	662.0
752	48.10047	729.891566265	502.0
780	53.5467	920.623655914	630.0
828	57.38951	942.65	677.0
755	52.20103	763.7875	520.0
733	45.58694	645.486486486	480.0
835	58.57021	828.66	605.0
837	37.56186	615.038461538	454.0
727	51.92271	783.06	576.0
868	36.34905	531.044117647	390.0
831	51.7542	832.165048544	594.0
781	37.75718	599.5	407.0
750	38.78926	593.444444444	448.0
596	45.85357	754.076923077	519.0
830	44.15903	805.1	536.0
862	35.24288	651.794117647	474.0
869	41.17313	718.741573034	517.0
842	42.99217	676.538461538	470.0
732	21.14172	288.464285714	192.0
863	28.48327	536.791044776	370.0
860	51.63404	793.071428571	567.0
850	42.44026	723.056603774	518.0
3249	52.8058	930.526785714	668.0
3293	41.09918	737.917647059	542.0
3022	64.22446	988.045801527	719.0
3247	65.74827	1020.45833333	755.0
3269	65.04239	923.0	746.0
3296	60.90378	878.008695652	645.0
3015	59.40767	973.850877193	692.0
3399	39.08542	668.306930693	521.0
3026	48.0255	908.129411765	601.0
3398	39.86525	674.483870968	507.0
3030	40.78223	707.662650602	520.0
3039	45.12463	776.111111111	555.0
3264	58.02895	936.024390244	685.0
3274	58.32583	923.239316239	674.0
3248	57.70633	808.03	603.0
3044	57.96255	820.138888889	593.0
3018	60.04817	1075.63636364	718.0
3014	62.27046	953.923076923	724.0
3200	62.32273	1008.79130435	700.0
3028	42.7647	790.028037383	571.0
3272	42.03634	678.838709677	517.0
3292	42.47041	786.6	543.0
3109	60.64091	946.625	662.0
3040	21.08633	375.294117647	280.0
3185	48.21119	744.40952381	577.0
3202	49.44777	786.025862069	604.0
3024	30.98479	575.967213115	421.0
3108	42.68885	717.291666667	486.0
3143	69.88543	1042.07633588	771.0
3257	44.79341	734.12987013	491.0
3027	48.1652	912.943820225	588.0
3298	49.69989	849.316326531	599.0
3126	60.49465	936.118110236	693.0
3144	66.43758	1223.77678571	826.0
3276	35.53305	687.814814815	502.0
3391	59.96007	976.041958042	746.0
3203	48.13081	748.155172414	595.0
3280	61.28809	1052.43307087	777.0
3016	67.8407	1109.79487179	804.0
3289	32.09577	596.442857143	417.0
3031	40.14862	675.473684211	504.0
3255	42.92711	714.217391304	454.0
3034	42.19531	727.108695652	534.0
3019	19.56271	376.37037037	268.0
3290	34.06636	551.686046512	420.0
3286	48.67325	737.389380531	570.0
3205	34.0778	599.493150685	470.0
3042	51.16246	837.881578947	538.0
3397	53.5167	810.210526316	577.0
3273	58.7198	1019.3814433	645.0
3271	53.10657	866.760869565	583.0
3131	63.01871	916.963302752	669.0
3279	58.64044	975.080645161	736.0
3389	37.96379	692.045454545	464.0
3101	61.06366	984.047244094	723.0
3300	55.17193	852.642276423	655.0
3123	54.63917	872.394736842	625.0
3136	49.43355	792.881188119	550.0
3139	61.41035	865.262295082	666.0
3032	35.002	480.52173913	359.0
3244	53.81609	969.819148936	628.0
3148	52.6464	772.230769231	577.0
3265	56.05325	788.100917431	600.0
3297	57.08478	901.051282051	660.0
3275	43.39443	774.105263158	554.0
3266	57.97852	1020.03030303	645.0
3187	62.39393	987.893442623	699.0
3201	44.2468	728.135135135	508.0
3013	47.69998	732.4	535.0
3256	33.66014	534.122807018	356.0
3099	44.174	828.584415584	549.0
3245	52.7978	807.589285714	606.0
3188	47.70867	853.76	604.0
3288	48.64757	781.759036145	542.0
3299	47.9354	818.663157895	581.0
3294	43.15714	762.93814433	541.0
3400	25.24417	388.5	276.0
3186	67.73535	1094.02068966	799.0
3140	60.62315	1048.58823529	718.0
3396	51.36709	683.2265625	571.0
3267	54.4196	876.623655914	586.0
3035	58.0417	910.276923077	667.0
3305	47.74403	645.325581395	488.0
3204	54.30877	889.398230088	682.0
3395	61.27971	995.255319149	730.0
3025	60.23456	953.375	694.0
3141	64.37001	1021.08547009	713.0
3302	51.97641	862.531914894	575.0
3303	43.42983	758.06185567	571.0
3270	57.02838	886.531914894	599.0
3390	57.77928	917.784090909	608.0
3020	58.0646	859.245614035	646.0
3206	33.25517	602.703125	455.0
3110	50.21174	847.42519685	649.0
3142	67.08223	1002.0	743.0
3128	55.88771	966.048543689	629.0
3041	29.91205	462.42	322.0
3129	62.28577	950.471153846	677.0
3124	53.25023	933.032258065	609.0
3021	29.96753	420.175438596	315.0
