	PD_whole_tree	chao1	observed_otus
230	68.47261	1458.12676056	882.0
247	72.19307	1505.59477124	925.0
207	57.0902	1158.72897196	714.0
342	60.93345	1067.46610169	672.0
333	72.81369	1694.675	997.0
265	74.81108	1542.62427746	1002.0
364	67.19575	1540.43103448	807.0
355	60.78875	1137.60869565	749.0
220	55.16215	1196.61832061	767.0
341	63.61566	1409.97457627	777.0
272	52.56784	898.011111111	574.0
226	76.10212	1680.02325581	955.0
358	64.39542	1301.6446281	794.0
346	70.16743	1348.71875	795.0
257	52.75386	1285.82142857	756.0
233	56.02397	1126.5942029	784.0
392	58.41853	999.296296296	590.0
347	64.78848	1497.06493506	912.0
264	52.37214	1199.97029703	669.0
221	57.53838	1120.06521739	773.0
383	68.71058	1427.33333333	779.0
223	60.25787	1102.45454545	692.0
283	64.10825	1241.63157895	745.0
213	41.09539	642.886792453	454.0
255	61.78712	1470.8907563	807.0
251	66.01523	1388.91666667	826.0
325	76.18711	1633.30434783	969.0
423	73.28074	1583.08988764	990.0
245	77.89233	1436.13664596	938.0
211	67.8911	1648.11278195	912.0
246	72.19143	1546.28	839.0
189	77.88068	1776.48201439	970.0
343	70.25125	1426.23376623	895.0
135	80.9921	1523.05714286	996.0
205	59.88567	1402.77777778	838.0
212	58.21294	921.596638655	643.0
147	68.33004	1325.62068966	842.0
378	64.11827	1368.79136691	848.0
266	74.97757	1549.01273885	945.0
248	61.01083	1338.33093525	823.0
384	64.15998	1226.39823009	746.0
222	67.83693	1328.93006993	872.0
254	61.47034	1371.28301887	916.0
258	55.38183	1160.36065574	742.0
348	61.9454	1246.968	775.0
369	71.64111	1414.14	898.0
353	82.62518	1748.72413793	1063.0
218	64.29105	1270.78030303	816.0
362	72.76626	1468.67307692	918.0
396	54.66594	1133.17857143	700.0
279	64.73868	1443.90225564	891.0
324	67.12348	1254.41322314	764.0
203	64.24643	1479.16197183	920.0
382	70.17224	1502.22916667	897.0
338	73.7184	1639.94852941	907.0
276	62.63561	1144.0979021	807.0
267	62.83497	1389.168	807.0
198	69.08698	1550.57352941	925.0
344	65.46619	1401.21985816	866.0
354	57.40981	1128.66447368	778.0
394	47.98649	830.224719101	516.0
229	57.35541	1419.8	770.0
215	60.11518	1292.05	786.0
274	49.63604	932.282828283	600.0
225	72.75739	1436.12352941	962.0
139	69.44978	1385.21830986	840.0
329	65.24322	1303.19354839	805.0
349	63.78462	1155.27184466	669.0
200	64.1203	1349.49640288	845.0
239	55.45639	991.01980198	618.0
275	61.79899	1081.62295082	714.0
381	62.01439	1230.62068966	807.0
199	57.57101	1235.624	780.0
235	60.84959	1417.06741573	719.0
376	69.98386	1191.90756303	744.0
240	57.52422	1129.51694915	721.0
162	76.74374	1495.64971751	935.0
234	36.46928	822.416666667	439.0
357	68.47812	1435.25	924.0
379	63.34269	1397.6171875	838.0
350	64.80329	1323.24742268	690.0
438	57.41948	1133.76315789	605.0
244	39.96065	693.018518519	388.0
326	68.443	1392.34351145	831.0
270	51.28601	1059.90076336	699.0
101	63.08952	1190.69090909	676.0
227	62.85548	1233.7593985	785.0
377	55.48234	1152.0	778.0
436	57.40498	1062.5	611.0
217	62.00867	1492.0	876.0
196	59.32965	1181.84313725	814.0
252	55.88941	1150.85087719	728.0
284	55.79762	1186.25	680.0
356	61.32988	1314.36363636	800.0
206	48.21581	899.134020619	560.0
197	43.52768	1006.94174757	625.0
337	56.11975	1117.11016949	698.0
256	70.06067	1423.71875	870.0
330	58.80458	1117.2	696.0
372	43.69471	1015.3	538.0
214	64.59306	1492.27067669	868.0
336	57.53501	1154.79661017	675.0
366	77.6412	1413.31097561	912.0
172	68.27337	1425.34507042	832.0
138	57.15701	1048.90804598	587.0
250	58.97636	1351.02678571	790.0
163	70.61337	1505.56934307	851.0
375	55.32775	1301.11320755	715.0
370	55.52457	1162.42056075	652.0
374	45.59865	865.125	531.0
340	52.35925	1092.8	663.0
216	61.6594	1241.11538462	821.0
154	66.9393	1301.61445783	847.0
219	64.24268	1424.44805195	880.0
334	48.62352	1023.5203252	654.0
367	50.60384	1055.0	611.0
100	56.24173	1275.79032258	743.0
180	73.95911	1364.20472441	844.0
136	66.42866	1070.98561151	744.0
253	63.34146	1334.44852941	854.0
371	64.40375	1464.30081301	822.0
152	63.52616	1252.3125	707.0
156	69.47548	1421.578125	832.0
121	65.1821	1255.58333333	729.0
335	51.94924	922.839622642	570.0
127	73.21728	1495.67123288	893.0
145	76.55121	1391.81081081	874.0
107	70.33885	1385.50806452	823.0
111	62.2888	1226.50862069	700.0
361	41.376	881.810810811	491.0
331	39.54829	923.725806452	465.0
236	31.68744	665.631578947	383.0
191	46.31972	912.068965517	531.0
435	37.48454	739.813333333	450.0
153	72.05327	1591.02380952	859.0
155	49.42723	1136.1686747	603.0
282	64.23205	1262.2885906	814.0
365	55.30332	1096.5	636.0
148	63.56402	1327.125	734.0
157	65.67178	1402.78899083	756.0
123	70.83577	1287.28301887	832.0
151	58.99106	1149.53488372	614.0
117	59.93535	1235.31304348	743.0
99	64.52549	1213.02803738	724.0
161	70.48673	1286.55151515	857.0
150	69.14641	1463.75714286	859.0
332	46.08858	932.738636364	556.0
132	54.16285	1015.38709677	622.0
177	45.31172	808.471153846	535.0
389	41.37638	802.345679012	460.0
149	53.10914	1129.72727273	593.0
597	67.26203	1404.07926829	932.0
861	45.8572	1249.9	843.0
864	46.06815	1239.53719008	836.0
599	55.52179	1394.83088235	811.0
811	66.26388	1587.53107345	1004.0
771	59.61422	1327.6969697	693.0
875	52.30986	1109.96460177	697.0
783	59.35594	1152.91044776	760.0
859	73.19315	1564.10666667	929.0
858	60.15019	1264.34883721	780.0
876	60.39452	1348.05405405	743.0
848	74.5199	1653.42580645	990.0
852	56.08607	1082.7734375	689.0
773	74.64939	1562.26470588	968.0
839	63.47895	1440.9127907	922.0
822	67.68185	1537.28220859	923.0
832	67.62	1595.13194444	906.0
819	80.31693	1658.39583333	1077.0
816	81.11086	1760.62702703	1089.0
728	67.12887	1592.14084507	912.0
841	58.36067	1346.68613139	793.0
775	52.87893	1162.9245283	657.0
756	61.2279	1152.75	754.0
843	76.70054	1571.86503067	941.0
867	69.32838	1549.14917127	976.0
851	75.97272	1494.33333333	995.0
784	48.74149	937.839622642	585.0
873	55.8957	1337.09489051	817.0
804	62.31209	1407.29054054	838.0
821	52.1501	1265.08264463	734.0
779	73.71952	1650.00653595	966.0
836	64.88814	1493.24489796	857.0
754	64.74974	1471.57142857	855.0
826	66.30139	1834.024	922.0
716	66.04958	1217.25547445	804.0
751	67.7013	1326.975	848.0
818	79.73047	1713.33870968	1056.0
758	66.56251	1253.48407643	851.0
838	61.36459	1328.70921986	818.0
883	76.29143	1523.62427746	983.0
778	55.16431	1234.94594595	691.0
834	76.22382	1722.53061224	947.0
849	65.5924	1308.29268293	780.0
815	76.38887	1648.38095238	1009.0
817	78.97828	1596.81097561	989.0
794	78.17891	1549.62711864	994.0
777	72.60493	1770.34161491	1014.0
820	82.81108	1838.62672811	1158.0
807	65.82345	1339.12903226	818.0
882	72.5657	1489.58426966	947.0
786	81.06132	1559.11398964	1031.0
829	64.00953	1493.34782609	888.0
801	74.80685	1709.375	1070.0
814	84.64857	1893.23849372	1236.0
857	48.26166	1071.86781609	836.0
798	72.48316	1573.16580311	980.0
879	50.06025	1305.09259259	720.0
785	44.53041	719.844827586	420.0
791	57.2292	1311.23376623	851.0
598	55.96243	1277.14965986	840.0
782	51.64986	1001.38636364	642.0
793	59.09707	1146.15789474	723.0
833	66.61024	1526.07092199	878.0
787	52.34717	1116.56692913	702.0
844	43.87295	1182.42105263	675.0
845	47.39729	1119.00854701	707.0
808	68.19019	1643.03389831	1023.0
878	53.16287	1184.77692308	723.0
1283	70.59464	1697.06179775	1024.0
717	55.87681	1117.34782609	665.0
770	73.01755	1526.7283237	1001.0
718	47.51026	775.425287356	511.0
726	76.15835	1863.05714286	1089.0
752	59.53685	1404.64705882	739.0
780	65.39286	1554.52830189	936.0
828	72.95711	1732.80473373	1021.0
755	62.23344	1331.8515625	784.0
733	57.70776	1174.56692913	760.0
835	70.3477	1425.84615385	891.0
837	48.94085	1165.84297521	709.0
727	66.82988	1550.80392157	931.0
868	47.0743	915.672566372	620.0
831	64.77966	1536.78431373	894.0
781	44.32427	1074.34482759	596.0
750	49.55913	1092.87401575	696.0
596	58.27346	1372.21985816	837.0
830	56.76514	1523.65178571	804.0
862	47.49782	1157.75714286	784.0
869	56.09442	1353.33557047	839.0
842	54.52506	1295.56074766	705.0
732	26.07763	535.204081633	328.0
863	36.02302	950.727272727	559.0
860	66.01539	1341.0	866.0
850	54.41584	1331.73913043	765.0
3249	70.60009	1745.37681159	1096.0
3293	58.28176	1614.35185185	957.0
3022	82.98727	1817.87046632	1097.0
3247	87.18703	1986.93886463	1241.0
3269	86.82372	1954.40969163	1235.0
3296	80.71073	1760.6978022	1067.0
3015	80.12993	1948.20812183	1148.0
3399	53.59269	1422.68493151	854.0
3026	63.83415	1650.00636943	948.0
3398	54.70672	1397.23489933	840.0
3030	56.79467	1455.125	879.0
3039	63.11737	1598.52023121	956.0
3264	75.77382	1777.34653465	1099.0
3274	78.68421	1879.03389831	1093.0
3248	75.55714	1732.01886792	1024.0
3044	73.96616	1547.47337278	955.0
3018	80.95937	2054.63276836	1132.0
3014	81.68168	1923.35135135	1198.0
3200	79.62165	1758.80681818	1050.0
3028	58.21761	1539.0625	934.0
3272	54.79145	1378.94701987	861.0
3292	57.81646	1514.42105263	921.0
3109	77.17733	1812.88461538	1010.0
3040	29.85755	710.058139535	510.0
3185	63.33961	1518.9202454	921.0
3202	64.63038	1576.83152174	988.0
3024	39.77	1010.72413793	693.0
3108	52.44699	1270.90551181	790.0
3143	90.31478	1869.59898477	1158.0
3257	58.23799	1289.41666667	761.0
3027	62.089	1669.65	909.0
3298	68.85657	1593.86263736	996.0
3126	76.89312	1682.07352941	1073.0
3144	85.44398	2249.02843602	1310.0
3276	49.90509	1545.02068966	885.0
3391	79.73797	2147.50485437	1225.0
3203	64.26054	1534.04918033	982.0
3280	84.97284	2388.50446429	1376.0
