	PD_whole_tree	chao1	observed_otus
230	76.93651	1901.86363636	1029.0
247	80.16374	1967.14285714	1088.0
207	64.82588	1628.92537313	895.0
342	69.57635	1353.98561151	797.0
333	83.89412	2351.1741573	1206.0
265	84.18115	2229.08673469	1231.0
364	74.71679	1943.72340426	957.0
355	67.83948	1566.59285714	883.0
220	64.97762	1760.96666667	959.0
341	70.93509	1783.45238095	890.0
272	58.31641	1372.89690722	703.0
226	84.66149	2313.23376623	1158.0
358	75.15942	1836.01923077	1004.0
346	76.74394	1756.88679245	966.0
257	59.93014	1631.51948052	931.0
233	63.86729	1609.2392638	970.0
392	62.75004	1205.53571429	650.0
347	76.19803	2055.18181818	1111.0
264	58.73376	1470.14728682	801.0
221	61.8923	1522.18666667	913.0
383	75.8268	1759.31538462	897.0
223	66.14358	1461.53658537	816.0
283	72.82964	1506.5	869.0
213	44.84381	936.06122449	534.0
255	68.25247	1922.024	932.0
251	72.79123	1867.07913669	966.0
325	86.19414	2216.05555556	1150.0
423	82.29442	2147.355	1191.0
245	85.67013	1865.58928571	1093.0
211	77.24464	2023.40251572	1060.0
246	79.5015	1900.24657534	976.0
189	88.03142	2370.85	1156.0
343	80.16893	1913.11229947	1091.0
135	90.05856	2027.42857143	1214.0
205	69.29703	1905.36781609	1044.0
212	63.50525	1255.848	756.0
147	78.72684	1932.6	1035.0
378	74.17185	2069.88023952	1092.0
266	85.40581	2246.13559322	1169.0
248	67.96963	1634.23076923	992.0
384	72.62584	1783.61538462	914.0
222	76.25369	1934.72352941	1085.0
254	70.49234	1988.35	1125.0
258	63.25628	1624.13907285	925.0
348	70.28561	1775.30136986	948.0
369	82.78851	1959.07936508	1125.0
353	92.03662	2316.48130841	1291.0
218	72.79393	1643.46060606	984.0
362	82.40142	2015.60588235	1085.0
396	61.13404	1628.00854701	847.0
279	74.08646	1987.51533742	1098.0
324	74.09832	1691.57142857	921.0
203	73.48461	1927.53296703	1119.0
382	80.52892	2013.0	1078.0
338	81.04848	2106.89808917	1074.0
276	71.64358	1663.97560976	1009.0
267	71.95791	1831.27702703	968.0
198	78.08645	2104.85714286	1089.0
344	75.47314	2122.63636364	1077.0
354	65.96002	1721.0	986.0
394	50.94523	1015.06185567	589.0
229	65.00376	1755.86363636	928.0
215	66.9652	1617.09677419	936.0
274	56.54967	1269.74137931	725.0
225	82.74517	1996.05405405	1150.0
139	77.63934	1915.78431373	1003.0
329	73.52064	1643.01986755	956.0
349	72.65456	1643.80172414	815.0
200	72.93759	1658.06217617	1022.0
239	60.02644	1256.81981982	716.0
275	67.78661	1423.02380952	821.0
381	70.10022	1669.49704142	975.0
199	66.42942	1787.34507042	971.0
235	65.71258	1620.31932773	838.0
376	81.24645	1671.63194444	916.0
240	63.325	1538.39007092	872.0
162	85.90235	1981.0	1105.0
234	41.61916	971.514705882	499.0
357	79.01307	1994.83428571	1110.0
379	72.8547	1790.37714286	1037.0
350	73.33485	1856.5	826.0
438	62.38528	1435.40909091	697.0
244	42.10502	822.0	450.0
326	78.75574	1942.74496644	1009.0
270	56.99131	1528.84671533	843.0
101	68.3417	1584.43103448	793.0
227	70.47325	1705.65734266	948.0
377	61.72124	1529.82758621	931.0
436	62.3219	1149.90082645	682.0
217	70.27146	1951.33962264	1073.0
196	66.75062	1685.43930636	1007.0
252	61.09582	1585.74626866	891.0
284	64.04196	1537.408	820.0
356	67.54371	1835.16666667	946.0
206	54.736	1223.14285714	658.0
197	48.79322	1258.46774194	746.0
337	63.71994	1590.768	846.0
256	76.88559	1808.83950617	1048.0
330	67.70244	1600.88976378	830.0
372	49.3196	1313.06976744	639.0
214	70.84908	2090.32846715	1032.0
336	63.93662	1707.91089109	769.0
366	84.97002	1890.50588235	1069.0
172	75.36231	1756.89759036	975.0
138	61.0484	1367.0	669.0
250	67.19521	1922.18604651	959.0
163	78.57986	1979.26315789	1004.0
375	64.06125	1832.12195122	870.0
370	61.66391	1567.87610619	763.0
