	PD_whole_tree	chao1	observed_otus
230	81.42281	2186.07926829	1123.0
247	83.50253	2195.96132597	1163.0
207	67.46105	1767.18248175	942.0
342	74.21721	1537.18300654	871.0
333	88.38908	2720.46808511	1309.0
265	88.0928	2509.25	1307.0
364	78.36333	2310.29411765	1024.0
355	70.70398	1678.88888889	940.0
220	66.48852	1883.45859873	1004.0
341	74.95254	1994.26865672	956.0
272	59.23858	1337.06140351	735.0
226	88.60753	2534.02890173	1254.0
358	77.79945	2072.73376623	1060.0
346	80.68011	2030.34146341	1045.0
257	63.53026	1887.59477124	992.0
233	66.06258	1704.57303371	1026.0
392	64.83635	1271.47058824	671.0
347	80.4798	2372.84324324	1208.0
264	61.99297	1552.12328767	854.0
221	64.64729	1655.33950617	975.0
383	78.8964	1775.16891892	939.0
223	69.5738	1623.54761905	864.0
283	75.2744	1751.34507042	935.0
213	46.55034	851.044776119	557.0
255	71.33037	2286.22689076	985.0
251	74.34902	2003.33112583	1018.0
325	90.34607	2468.22162162	1224.0
423	88.18833	2396.77102804	1286.0
245	89.45015	2136.9375	1173.0
211	76.65389	2093.59036145	1096.0
246	81.22881	2161.45205479	1039.0
189	92.9483	2653.53529412	1239.0
343	82.06448	2054.505	1150.0
135	94.19032	2468.3	1314.0
205	72.12248	2208.4	1126.0
212	67.36935	1485.224	821.0
147	81.88576	2263.92307692	1112.0
378	78.82089	2150.04145078	1159.0
266	90.55455	2493.52380952	1254.0
248	72.44073	1924.55263158	1083.0
384	76.60691	1960.5620438	968.0
222	80.59713	2197.28488372	1156.0
254	73.00367	2151.25388601	1192.0
258	67.92742	1830.81818182	1013.0
348	73.199	1955.65359477	1008.0
369	85.84022	2155.89393939	1193.0
353	95.92776	2548.44736842	1375.0
218	75.9719	1805.0867052	1043.0
362	87.46124	2351.59649123	1167.0
396	61.85068	1686.78571429	885.0
279	78.59873	2196.89010989	1183.0
324	77.28423	1824.7114094	974.0
203	75.62613	2157.32596685	1181.0
382	84.15074	2398.94610778	1163.0
338	84.03172	2243.61445783	1132.0
276	74.1317	1846.55747126	1077.0
267	76.04649	1994.38125	1037.0
198	80.85936	2301.9375	1160.0
344	79.62066	2352.8404908	1145.0
354	69.45291	1982.25149701	1065.0
394	51.20697	1074.95918367	605.0
229	65.87518	1954.7	968.0
215	69.76615	1848.58709677	998.0
274	59.33551	1362.16535433	771.0
225	85.70943	2149.83	1215.0
139	80.8565	2061.6686747	1071.0
329	77.73712	1964.93918919	1032.0
349	76.27565	1859.02419355	877.0
200	76.94477	2073.63068182	1113.0
239	63.32018	1519.79439252	774.0
275	69.91617	1535.55555556	865.0
381	73.07784	1834.30054645	1042.0
199	69.67116	2126.31944444	1051.0
235	67.96528	1772.96062992	894.0
376	83.99245	2047.00746269	981.0
240	66.15207	1657.23225806	934.0
162	90.12744	2162.51401869	1192.0
234	43.37492	1238.42857143	536.0
357	82.76814	2243.90957447	1190.0
379	76.17328	2037.34463277	1105.0
350	76.88849	1952.11304348	876.0
438	66.26559	1538.15463918	740.0
244	44.9702	866.961538462	490.0
326	83.90153	2102.22807018	1093.0
270	60.01529	1804.47368421	900.0
101	70.01771	1660.48695652	813.0
227	72.33591	1951.49324324	1015.0
377	66.59361	1808.21428571	1005.0
436	63.18249	1252.0	709.0
217	73.63295	2168.98275862	1167.0
196	72.18905	1877.79891304	1081.0
252	63.38398	1756.5	949.0
284	65.93005	1675.21804511	878.0
356	72.28906	1995.68181818	1026.0
206	57.04536	1315.13157895	700.0
197	52.34028	1416.46808511	816.0
337	66.14961	1741.1119403	901.0
256	81.11447	2144.25	1138.0
330	69.8529	1516.10126582	871.0
372	52.7825	1323.75	685.0
214	74.15843	2298.02	1108.0
336	67.65906	1897.91743119	830.0
366	88.9328	2092.97237569	1133.0
172	78.23429	1867.05464481	1030.0
138	63.29003	1341.42857143	693.0
250	70.01774	2205.29545455	1028.0
163	83.30606	2337.03896104	1091.0
375	65.93894	1924.14179104	921.0
370	63.68074	1649.97580645	806.0
374	54.29152	1427.29166667	689.0
340	60.79244	1597.92366412	837.0
216	71.07195	2066.22758621	1070.0
154	77.12093	1799.55102041	1046.0
219	74.81056	2120.18965517	1108.0
334	58.94329	1596.77692308	830.0
367	59.18355	1473.2265625	766.0
100	65.22397	1955.00769231	921.0
180	89.25563	2118.21686747	1131.0
136	81.86167	1711.00529101	1043.0
253	74.66489	1978.03208556	1126.0
371	75.85387	2201.0	1039.0
152	77.90062	1906.71111111	911.0
156	81.34549	2094.51315789	1050.0
121	75.48186	1787.85714286	911.0
335	59.65499	1588.34951456	730.0
127	84.48774	2193.05714286	1149.0
145	90.71021	2279.95953757	1160.0
107	84.18901	1980.00649351	1042.0
111	73.85777	2003.25	896.0
361	47.83949	1136.31818182	585.0
331	44.54673	1371.59090909	564.0
236	36.77235	877.590909091	461.0
191	54.59345	1410.0	664.0
435	41.90237	1138.08333333	548.0
153	86.15634	2465.2	1119.0
155	56.34498	1459.50925926	739.0
282	74.82836	1875.24418605	1026.0
365	64.21411	1647.05607477	777.0
148	78.53544	2104.32846715	970.0
157	77.69163	1966.41666667	967.0
123	80.32093	1884.58333333	1058.0
151	66.7714	1602.02830189	764.0
117	72.78476	1874.87755102	971.0
99	78.18377	1768.41447368	977.0
161	83.78538	1969.07853403	1093.0
150	83.4246	2185.5	1118.0
332	55.75078	1327.72222222	738.0
132	62.52683	1436.35897436	778.0
177	52.79686	1113.81896552	643.0
389	48.12004	1128.69620253	538.0
149	61.69253	1606.2244898	759.0
597	80.52967	2430.29015544	1276.0
861	62.02589	2196.52941176	1289.0
864	60.73329	2193.52941176	1265.0
599	70.6205	2276.10055866	1148.0
811	87.43114	2821.76425856	1501.0
771	70.56991	1924.29032258	898.0
875	61.41207	1596.22929936	915.0
783	71.82456	1830.18012422	1024.0
859	88.36526	2418.17560976	1262.0
858	73.70622	2087.77777778	1062.0
876	74.7719	1978.57303371	1045.0
848	91.56268	2709.48803828	1362.0
852	66.69023	1723.80405405	911.0
773	90.72983	2332.65929204	1290.0
839	76.0441	2158.04020101	1175.0
822	80.21203	2365.19047619	1190.0
832	78.27371	2371.93865031	1137.0
819	96.38642	2728.94509804	1485.0
816	99.66312	2980.40625	1485.0
728	83.36317	2802.43930636	1277.0
841	69.72736	2001.79069767	1039.0
775	64.27589	1662.56643357	862.0
756	73.85246	1879.43113772	1040.0
843	88.00808	2219.95959596	1184.0
867	82.36309	2184.76681614	1236.0
851	94.74108	2602.42035398	1386.0
784	58.20556	1432.488	765.0
873	69.21772	2154.01886792	1076.0
804	73.541	2066.0625	1062.0
821	63.67231	1910.32704403	978.0
779	90.5918	2585.21395349	1334.0
836	77.53561	2350.23463687	1139.0
754	76.58128	2175.26589595	1091.0
826	81.02695	2636.94610778	1197.0
716	78.49598	1955.83928571	1096.0
751	82.9738	2084.50485437	1162.0
818	97.91614	2782.61445783	1457.0
758	81.24008	2300.40677966	1181.0
838	72.87773	1986.53797468	1031.0
883	92.07932	2126.24291498	1288.0
778	66.50989	1787.94936709	947.0
834	89.42541	2407.7635468	1230.0
849	79.22278	2032.00549451	1087.0
815	91.71789	2508.61926606	1341.0
817	94.24756	2654.08823529	1339.0
794	92.00226	2426.08333333	1316.0
777	90.04391	3008.01485149	1402.0
820	97.18194	2902.80632411	1510.0
807	79.44746	2136.78571429	1120.0
882	88.8267	2540.53061224	1278.0
786	101.71781	2538.54307116	1464.0
829	73.54317	1993.505	1098.0
801	92.88764	2690.0	1478.0
814	102.11064	3006.02758621	1648.0
857	62.08273	1889.53658537	1251.0
798	87.69351	2591.34722222	1291.0
879	60.72013	1986.84	973.0
785	54.18979	1097.24418605	593.0
791	72.72847	2207.63084112	1222.0
598	68.41839	2228.16574586	1168.0
782	62.19055	1634.23913043	928.0
793	72.09261	2002.50955414	1002.0
833	78.99121	2317.69189189	1167.0
787	62.80169	1757.22147651	930.0
844	53.85221	1796.52205882	912.0
845	58.74576	1826.58709677	976.0
808	85.29192	2829.9047619	1398.0
878	62.84747	1702.34899329	895.0
1283	83.23834	2584.08629442	1292.0
717	69.24819	1739.01973684	989.0
770	88.72188	2502.31578947	1428.0
718	58.95573	1301.50819672	748.0
726	94.77767	2890.46850394	1536.0
752	70.42938	2087.96124031	964.0
780	78.2368	2403.14835165	1201.0
828	86.93853	2776.30582524	1354.0
755	74.06538	2010.25625	1025.0
733	70.27075	1894.23668639	1049.0
835	85.26436	2100.5	1172.0
837	59.57167	1933.46808511	943.0
727	84.3857	2420.80434783	1311.0
868	56.73193	1327.00584795	858.0
831	76.78304	2148.34254144	1112.0
781	55.41006	1543.46153846	814.0
750	63.33986	1867.09146341	983.0
596	75.14169	2269.59278351	1179.0
830	69.29218	2240.33802817	1025.0
862	61.95832	2003.03076923	1136.0
869	67.65193	1965.03141361	1095.0
842	63.94839	1784.31538462	874.0
732	34.80727	862.696202532	538.0
863	42.36167	1469.36036036	714.0
860	80.7778	2240.33846154	1162.0
850	64.55623	1973.90184049	986.0
3249	88.91275	3245.51953125	1587.0
3293	73.15143	2628.01333333	1336.0
3022	100.80985	3001.86290323	1509.0
3247	108.62495	3566.86970684	1807.0
3269	108.79256	3273.14516129	1754.0
3296	100.61268	3015.03797468	1514.0
3015	99.91549	3348.81081081	1623.0
3399	67.61016	2213.89201878	1196.0
3026	80.94852	3013.93846154	1342.0
3398	69.47717	2371.205	1193.0
3030	71.03627	2546.31455399	1273.0
3039	77.44039	2768.84236453	1299.0
3264	97.76933	3279.59469697	1615.0
3274	98.22218	3231.56198347	1571.0
3248	94.85782	2878.48117155	1494.0
3044	90.4111	2487.4587156	1310.0
3018	98.9737	3374.00440529	1552.0
3014	103.79387	3467.28521127	1712.0
3200	95.24282	2755.96460177	1422.0
3028	72.88751	2648.91666667	1296.0
3272	69.36538	2412.88888889	1264.0
3292	73.82868	2636.64516129	1297.0
3109	92.94576	2770.62666667	1389.0
3040	38.57829	1312.10687023	791.0
3185	77.52372	2475.12903226	1279.0
3202	78.02714	2484.87295082	1346.0
3024	51.95909	1837.26582278	1019.0
3108	66.66617	2087.69072165	1149.0
3143	107.55315	2985.13953488	1580.0
3257	70.50488	2268.03896104	1050.0
3027	76.82988	2991.49693252	1236.0
3298	87.91638	2929.104	1479.0
3126	92.19489	2784.05179283	1469.0
3144	106.4575	3815.0	1857.0
3276	64.39249	2739.17391304	1294.0
3391	96.01379	3351.88235294	1656.0
3203	77.735	2785.705	1336.0
3280	106.99478	4161.28476821	1966.0
3016	113.99447	4006.14776632	1929.0
3289	57.18891	2057.68062827	1082.0
3031	64.6495	2090.65968586	1086.0
3255	65.69536	2276.85507246	992.0
3034	70.06689	2701.51123596	1223.0
3019	40.47401	1337.49032258	838.0
3290	62.62033	2142.03076923	1113.0
3286	82.7913	2369.08108108	1289.0
3205	64.12092	2411.47727273	1331.0
3042	76.72938	2339.5	1177.0
3397	89.09215	2735.44339623	1357.0
3273	94.65323	3038.7293578	1430.0
3271	88.32883	2929.105	1355.0
3131	95.14944	2697.9223301	1367.0
3279	101.00012	3749.21268657	1768.0
3389	65.38843	2283.77714286	1108.0
3101	97.47071	3398.55645161	1619.0
3300	97.70593	3190.58102767	1563.0
3123	84.02264	2910.23076923	1312.0
3136	78.18292	2563.14285714	1213.0
3139	94.05826	2917.25110132	1438.0
3032	56.91454	1701.42307692	850.0
3244	88.43932	2961.22553191	1451.0
3148	81.90387	2494.51515152	1273.0
3265	86.11487	2661.859375	1276.0
3297	96.44258	3419.46052632	1537.0
3275	71.10959	2560.640553	1304.0
3266	93.56115	3088.18061674	1461.0
3187	100.70394	3042.69795918	1521.0
3201	69.10926	2280.94318182	1130.0
3013	79.4647	2604.73	1267.0
3256	54.94676	1560.6440678	757.0
3099	71.22105	2742.546875	1264.0
3245	89.171	2787.6	1458.0
3188	71.8793	2772.53488372	1234.0
3288	79.43217	2713.27941176	1292.0
3299	89.59756	3414.7804878	1485.0
3294	75.10465	2786.05208333	1268.0
3400	41.99905	1246.70731707	753.0
3186	104.71471	3317.12552301	1598.0
3140	94.933	3045.92578125	1511.0
3396	78.7397	2223.92857143	1204.0
3267	94.38904	3138.13023256	1448.0
3035	85.69753	2738.0	1322.0
3305	78.87938	2330.14141414	1205.0
3204	94.05655	3794.00943396	1600.0
3395	94.21195	3103.36121673	1548.0
3025	93.88775	3149.85714286	1510.0
3141	99.13142	3259.04464286	1485.0
3302	87.52159	2917.69767442	1390.0
3303	77.44759	2503.82239382	1468.0
3270	90.18969	2649.04054054	1343.0
3390	93.3392	3044.18	1410.0
3020	94.66758	2934.60159363	1524.0
3206	60.38185	2352.37704918	1228.0
3110	79.7618	2981.75	1457.0
3142	102.95792	2963.88976378	1550.0
3128	89.89524	3041.90909091	1346.0
3041	47.76479	1424.675	753.0
3129	95.01768	2904.53080569	1420.0
3124	84.90069	2893.37320574	1345.0
3021	48.08786	1421.63793103	744.0
3246	75.03974	2291.96428571	1090.0
3281	99.59347	3617.3	1742.0
3132	72.80188	2703.59813084	1370.0
3182	59.64356	2192.37398374	947.0
3304	76.04836	2184.86263736	1110.0
